Air Quality Station EoI Code,Longitude,Latitude,geometry,state,district,town_city
DEBB059,12.875,52.605,POINT (12.875 52.605),Brandenburg,Havelland,Nauen
DEBY069,12.1284,50.1764,POINT (12.1284 50.1764),Bayern,Wunsiedel im Fichtelgebirge,Selb
DEBB038,13.8703,53.3158,POINT (13.8703 53.3158),Brandenburg,Uckermark,Prenzlau
DEHE034,9.0011,50.4166,POINT (9.0011 50.4166),Hessen,Wetteraukreis,Nidda
DEBE009,13.2885,52.5511,POINT (13.2885 52.5511),Berlin,Berlin,Berlin
DEBB043,13.7065,51.8556,POINT (13.7065 51.8556),Brandenburg,Dahme-Spreewald,Luckau
DEBB047,13.0338,52.3938,POINT (13.0338 52.3938),Brandenburg,Potsdam,Potsdam
DEBY059,11.1036,49.4306,POINT (11.1036 49.4306),Bayern,Nürnberg,Nürnberg
DENI015,10.3482,52.1496,POINT (10.3482 52.1496),Niedersachsen,Salzgitter,Salzgitter
DEHE048,8.5219,49.7184,POINT (8.5219 49.7184),Hessen,Bergstraße,Groß-Rohrheim
DEHE029,8.2842,50.7403,POINT (8.2842 50.7403),Hessen,Lahn-Dill-Kreis,Dillenburg
DEBB009,14.6406,51.744,POINT (14.6406 51.744),Brandenburg,Spree-Neiße,Forst (Lausitz)
DEBY082,11.1429,47.5085,POINT (11.1429 47.5085),Bayern,Garmisch-Partenkirchen,Garmisch-Partenkirchen
DENI030,7.1331,53.3682,POINT (7.1331 53.3682),Niedersachsen,Emden,Emden
DEBW095,8.8753,48.5879,POINT (8.8753 48.5879),Baden-Württemberg,Böblingen,Herrenberg
DEBY078,9.9378,49.7733,POINT (9.9378 49.7733),Bayern,Würzburg (Kreisfreie Stadt),Würzburg
DEHH003,10.0291,53.5978,POINT (10.0291 53.5978),Hamburg,Hamburg,Hamburg
DEHH005,10.1439,53.5976,POINT (10.1439 53.5976),Hamburg,Hamburg,Hamburg
DENW003,7.6517,51.6237,POINT (7.6517 51.6237),Nordrhein-Westfalen,Unna,Bergkamen
DEHE003,8.6345,50.1234,POINT (8.6345 50.1234),Hessen,Frankfurt am Main,Frankfurt am Main
DEHH011,10.1474,53.5617,POINT (10.1474 53.5617),Hamburg,Hamburg,Hamburg
DEBW067,7.8602,48.3362,POINT (7.8602 48.3362),Baden-Württemberg,Ortenaukreis,Lahr/Schwarzwald
DEHH014,9.9731,53.5264,POINT (9.9731 53.5264),Hamburg,Hamburg,Hamburg
DEBE046,13.4684,52.5526,POINT (13.4684 52.5526),Berlin,Berlin,Berlin
DEBW113,8.1521,48.859,POINT (8.1521 48.859),Baden-Württemberg,Rastatt,Rastatt
DEMV001,10.9017,53.8681,POINT (10.9017 53.8681),Mecklenburg-Vorpommern,Nordwestmecklenburg,Schönberger Land
DEBB028,11.7595,52.9945,POINT (11.7595 52.9945),Brandenburg,Prignitz,Wittenberge
DEBE047,13.4517,52.5159,POINT (13.4517 52.5159),Berlin,Berlin,Berlin
DEBE049,13.5198,52.4602,POINT (13.5198 52.4602),Berlin,Berlin,Berlin
DEHH045,10.0681,53.5814,POINT (10.0681 53.5814),Hamburg,Hamburg,Hamburg
DEHE015,8.8294,50.1368,POINT (8.8294 50.1368),Hessen,Main-Kinzig-Kreis,Maintal
DEHE012,9.5325,51.3063,POINT (9.5325 51.3063),Hessen,Kassel (Kreisfreie Stadt),Kassel
DEHE007,8.6386,50.0861,POINT (8.6386 50.0861),Hessen,Frankfurt am Main,Frankfurt am Main
DEHH054,10.2066,53.497,POINT (10.2066 53.497),Hamburg,Hamburg,Hamburg
DEHH062,9.8054,53.5559,POINT (9.8054 53.5559),,,
DEHE033,9.2789,51.0804,POINT (9.2789 51.0804),Hessen,Schwalm-Eder-Kreis,Borken (Hessen)
DEBE053,13.5187,52.5142,POINT (13.5187 52.5142),Berlin,Berlin,Berlin
DENI040,10.4149,53.2428,POINT (10.4149 53.2428),Niedersachsen,Lüneburg,Lüneburg
DENW001,7.6542,51.6683,POINT (7.6542 51.6683),Nordrhein-Westfalen,Unna,Werne
DEBW090,8.7272,48.547,POINT (8.7272 48.547),Baden-Württemberg,Calw,Nagold
DEBW003,8.0778,48.5302,POINT (8.0778 48.5302),Baden-Württemberg,Ortenaukreis,Oberkirch
DEBB034,13.8007,52.8351,POINT (13.8007 52.8351),Brandenburg,Barnim,Eberswalde
DEHB008,8.5931,53.5595,POINT (8.5931 53.5595),Bremen,Bremerhaven,Bremerhaven
DEHB009,8.7935,53.0667,POINT (8.7935 53.0667),Bremen,Bremen,Bremen
DEHH018,9.9089,53.49,POINT (9.9089 53.49),Hamburg,Hamburg,Hamburg
DEBB046,13.0672,52.4036,POINT (13.0672 52.4036),Brandenburg,Potsdam,Potsdam
DEHH006,9.8425,53.5606,POINT (9.8425 53.5606),Hamburg,Hamburg,Hamburg
DEBW068,8.3056,48.8158,POINT (8.3056 48.8158),Baden-Württemberg,Rastatt,Gaggenau
DENW005,7.4457,51.6028,POINT (7.4457 51.6028),Nordrhein-Westfalen,Unna,Lünen
DEBB069,12.5892,52.1421,POINT (12.5892 52.1421),Brandenburg,Potsdam-Mittelmark,Bad Belzig
DEHE025,8.4372,50.1993,POINT (8.4372 50.1993),Hessen,Hochtaunuskreis,Königstein im Taunus
DEBB012,13.2289,51.6929,POINT (13.2289 51.6929),Brandenburg,Elbe-Elster,Herzberg (Elster)
DEBY017,10.9333,49.59,POINT (10.9333 49.59),Bayern,Erlangen,Erlangen
DEBB051,14.0575,52.5414,POINT (14.0575 52.5414),Brandenburg,Märkisch-Oderland,Märkische Schweiz
DEHH017,10.1509,53.523,POINT (10.1509 53.523),Hamburg,Hamburg,Hamburg
DEHH019,9.9663,53.4932,POINT (9.9663 53.4932),Hamburg,Hamburg,Hamburg
DEBY057,11.1433,49.4627,POINT (11.1433 49.4627),Bayern,Nürnberg,Nürnberg
DEBW077,9.9765,48.354,POINT (9.9765 48.354),Baden-Württemberg,Ulm,Ulm
DEHH046,10.0101,53.6412,POINT (10.0101 53.6412),Hamburg,Hamburg,Hamburg
DENW007,7.3483,51.5311,POINT (7.3483 51.5311),Nordrhein-Westfalen,Recklinghausen,Castrop-Rauxel
DEBE008,13.2296,52.5553,POINT (13.2296 52.5553),Berlin,Berlin,Berlin
DEBW051,9.2214,49.1458,POINT (9.2214 49.1458),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEHH004,10.0819,53.5982,POINT (10.0819 53.5982),Hamburg,Hamburg,Hamburg
DEBW070,7.9393,48.4743,POINT (7.9393 48.4743),Baden-Württemberg,Ortenaukreis,Offenburg
DEBY090,12.1736,47.6474,POINT (12.1736 47.6474),Bayern,Rosenheim,Oberaudorf
DEBY066,11.0714,49.3237,POINT (11.0714 49.3237),Bayern,Schwabach,Schwabach
DEHH030,9.7928,53.5623,POINT (9.7928 53.5623),Hamburg,Hamburg,Hamburg
DEBW086,7.5808,48.0277,POINT (7.5808 48.0277),Baden-Württemberg,Breisgau-Hochschwarzwald,Breisach am Rhein
DENW020,7.0064,51.5813,POINT (7.0064 51.5813),Nordrhein-Westfalen,Recklinghausen,Gladbeck
DEHH013,9.9007,53.5278,POINT (9.9007 53.5278),Hamburg,Hamburg,Hamburg
DENW016,6.9753,51.6778,POINT (6.9753 51.6778),Nordrhein-Westfalen,Recklinghausen,Dorsten
DEBW092,8.4688,49.281,POINT (8.4688 49.281),Baden-Württemberg,Karlsruhe,Philippsburg
DEHE002,8.487,49.7752,POINT (8.487 49.7752),Hessen,Groß-Gerau,Biebesheim am Rhein
DEHE004,8.6076,50.0945,POINT (8.6076 50.0945),Hessen,Frankfurt am Main,Frankfurt am Main
DEBW066,9.0133,48.7849,POINT (9.0133 48.7849),Baden-Württemberg,Böblingen,Leonberg
DEHH043,9.9791,53.4569,POINT (9.9791 53.4569),Hamburg,Hamburg,Hamburg
DEHH044,9.9293,53.5565,POINT (9.9293 53.5565),Hamburg,Hamburg,Hamburg
DEHH010,10.084,53.5596,POINT (10.084 53.5596),Hamburg,Hamburg,Hamburg
DEHH012,9.8448,53.5237,POINT (9.8448 53.5237),Hamburg,Hamburg,Hamburg
DEBE023,13.3413,52.4444,POINT (13.3413 52.4444),Berlin,Berlin,Berlin
DEHH053,10.0116,53.5577,POINT (10.0116 53.5577),Hamburg,Hamburg,Hamburg
DENI049,9.9588,52.158,POINT (9.9588 52.158),Niedersachsen,Hildesheim,Hildesheim
DEHH040,9.9894,53.5614,POINT (9.9894 53.5614),Hamburg,Hamburg,Hamburg
DEHH035,9.9893,53.4481,POINT (9.9893 53.4481),Hamburg,Hamburg,Hamburg
DENW017,7.0594,51.6276,POINT (7.0594 51.6276),Nordrhein-Westfalen,Recklinghausen,Marl
DEBB052,13.0485,52.3483,POINT (13.0485 52.3483),Brandenburg,Potsdam,Potsdam
DEBE035,13.4153,52.4588,POINT (13.4153 52.4588),Berlin,Berlin,Berlin
DEBE025,13.4575,52.4466,POINT (13.4575 52.4466),Berlin,Berlin,Berlin
DEBY092,11.1609,47.8469,POINT (11.1609 47.8469),Bayern,Weilheim-Schongau,Weilheim i. OB
DEBE006,13.3449,52.5864,POINT (13.3449 52.5864),Berlin,Berlin,Berlin
DENI014,11.0434,52.1547,POINT (11.0434 52.1547),Niedersachsen,Helmstedt,Büddenstedt
DEHH023,10.0255,53.4504,POINT (10.0255 53.4504),Hamburg,Hamburg,Hamburg
DEHH038,9.9721,53.6245,POINT (9.9721 53.6245),Hamburg,Hamburg,Hamburg
DEBE019,13.4171,52.4781,POINT (13.4171 52.4781),Berlin,Berlin,Berlin
DENI024,10.2092,52.267,POINT (10.2092 52.267),Niedersachsen,Peine,Ilsede
DEBW058,8.8312,47.7618,POINT (8.8312 47.7618),Baden-Württemberg,Konstanz,Singen (Hohentwiel)
DEBW123,9.2104,48.4896,POINT (9.2104 48.4896),Baden-Württemberg,Reutlingen,Reutlingen
DENW032,6.7542,51.5985,POINT (6.7542 51.5985),Nordrhein-Westfalen,Wesel,Hünxe
DENW031,6.6229,51.5984,POINT (6.6229 51.5984),Nordrhein-Westfalen,Wesel,Voerde (Niederrhein)
DEBW069,9.0163,48.7955,POINT (9.0163 48.7955),Baden-Württemberg,Böblingen,Leonberg
DENW035,6.8741,51.5266,POINT (6.8741 51.5266),Nordrhein-Westfalen,Oberhausen,Oberhausen
DENI005,9.7016,52.4242,POINT (9.7016 52.4242),Niedersachsen,Region Hannover,Hannover
DENW192,6.7596,51.0194,POINT (6.7596 51.0194),Nordrhein-Westfalen,Rhein-Erft-Kreis,Pulheim
DENW202,8.0207,50.8755,POINT (8.0207 50.8755),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen
DEBW119,9.1753,48.8111,POINT (9.1753 48.8111),Baden-Württemberg,Stuttgart,Stuttgart
DENW014,7.4154,51.4171,POINT (7.4154 51.4171),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Herdecke
DENW054,7.006,51.0384,POINT (7.006 51.0384),Nordrhein-Westfalen,Leverkusen,Leverkusen
DEBW091,8.1441,47.8982,POINT (8.1441 47.8982),Baden-Württemberg,Breisgau-Hochschwarzwald,Titisee-Neustadt
DEBB070,13.965,51.5831,POINT (13.965 51.5831),Brandenburg,Oberspreewald-Lausitz,Großräschen
DEHH001,9.9068,53.5997,POINT (9.9068 53.5997),Hamburg,Hamburg,Hamburg
DEBW124,8.6872,49.3794,POINT (8.6872 49.3794),Baden-Württemberg,Heidelberg,Heidelberg
DESL004,6.7671,49.3702,POINT (6.7671 49.3702),Saarland,Saarlouis,Dillingen/Saar
DESL008,7.0021,49.6324,POINT (7.0021 49.6324),Rheinland-Pfalz,Trier-Saarburg,Hermeskeil
DENW019,7.2219,51.6035,POINT (7.2219 51.6035),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DENW154,6.9581,50.9469,POINT (6.9581 50.9469),Nordrhein-Westfalen,Köln,Köln
DENW163,7.0013,51.3885,POINT (7.0013 51.3885),Nordrhein-Westfalen,Essen,Essen
DEBY091,12.9718,48.2312,POINT (12.9718 48.2312),Bayern,Rottal-Inn,Kirchdorf a. Inn
DEBB016,13.2561,52.2962,POINT (13.2561 52.2962),Brandenburg,Teltow-Fläming,Ludwigsfelde
DENW069,6.7814,51.1633,POINT (6.7814 51.1633),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW070,6.6313,51.2702,POINT (6.6313 51.2702),Nordrhein-Westfalen,Rhein-Kreis Neuss,Meerbusch
DENI025,10.5408,52.1563,POINT (10.5408 52.1563),Niedersachsen,Wolfenbüttel,Wolfenbüttel
DESN038,12.1424,50.4921,POINT (12.1424 50.4921),Sachsen,Vogtlandkreis,Plauen
DENW027,7.2357,51.4722,POINT (7.2357 51.4722),Nordrhein-Westfalen,Bochum,Bochum
DERP032,7.4625,50.4303,POINT (7.4625 50.4303),Rheinland-Pfalz,Neuwied,Neuwied
DERP033,7.7638,49.4452,POINT (7.7638 49.4452),Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DENW033,6.6393,51.5327,POINT (6.6393 51.5327),Nordrhein-Westfalen,Wesel,Rheinberg
DEHH063,8.4974,53.9179,POINT (8.4974 53.9179),Hamburg,Hamburg,Hamburg
DENW063,8.9506,51.831,POINT (8.9506 51.831),Nordrhein-Westfalen,Lippe,Horn-Bad Meinberg
DENI021,9.6591,51.4017,POINT (9.6591 51.4017),Niedersachsen,Göttingen,Hann. Münden
DENI056,10.5289,52.2641,POINT (10.5289 52.2641),Niedersachsen,Braunschweig,Braunschweig
DEBW132,9.2248,49.1461,POINT (9.2248 49.1461),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEST006,11.6467,52.1336,POINT (11.6467 52.1336),Sachsen-Anhalt,Magdeburg,Magdeburg
DEBW114,9.7886,48.7999,POINT (9.7886 48.7999),Baden-Württemberg,Ostalbkreis,Schwäbisch Gmünd
DERP030,6.6493,49.7583,POINT (6.6493 49.7583),Rheinland-Pfalz,Trier,Trier
DEST033,11.9722,51.7546,POINT (11.9722 51.7546),Sachsen-Anhalt,Anhalt-Bitterfeld,Köthen (Anhalt)
DEUB006,9.7055,54.1182,POINT (9.7055 54.1182),Schleswig-Holstein,Rendsburg-Eckernförde,Mittelholstein
DEUB007,8.7004,52.8508,POINT (8.7004 52.8508),Niedersachsen,Diepholz,Bassum
DEUB008,9.3904,52.3067,POINT (9.3904 52.3067),Niedersachsen,Schaumburg,Rodenberg
DENW041,6.5488,51.3219,POINT (6.5488 51.3219),Nordrhein-Westfalen,Krefeld,Krefeld
DENW045,6.8581,51.2922,POINT (6.8581 51.2922),Nordrhein-Westfalen,Mettmann,Ratingen
DENW061,7.0286,50.8341,POINT (7.0286 50.8341),Nordrhein-Westfalen,Rhein-Sieg-Kreis,Niederkassel
DENW257,6.3523,50.8512,POINT (6.3523 50.8512),Nordrhein-Westfalen,Düren,Inden
DENW141,7.6135,51.9683,POINT (7.6135 51.9683),Nordrhein-Westfalen,Münster,Münster
DENW146,8.5331,52.015,POINT (8.5331 52.015),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW214,7.4802,51.524,POINT (7.4802 51.524),Nordrhein-Westfalen,Dortmund,Dortmund
DENW218,7.024,51.2756,POINT (7.024 51.2756),Nordrhein-Westfalen,Mettmann,Wülfrath
DESH001,9.5859,53.6706,POINT (9.5859 53.6706),Schleswig-Holstein,Pinneberg,Moorrege
DETH002,12.0792,50.894,POINT (12.0792 50.894),Thüringen,Gera,Gera
DESH005,10.6354,53.8713,POINT (10.6354 53.8713),Schleswig-Holstein,Lübeck,Lübeck
DETH030,10.6551,50.6626,POINT (10.6551 50.6626),Thüringen,Schmalkalden-Meiningen,Zella-Mehlis
DENW052,6.7907,51.0079,POINT (6.7907 51.0079),Nordrhein-Westfalen,Rhein-Erft-Kreis,Pulheim
DESL015,6.8868,49.2548,POINT (6.8868 49.2548),Saarland,Regionalverband Saarbrücken,Völklingen
DENW138,6.6926,51.1937,POINT (6.6926 51.1937),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW073,6.8629,51.8494,POINT (6.8629 51.8494),Nordrhein-Westfalen,Borken,Borken
DESH004,10.2675,53.7405,POINT (10.2675 53.7405),Schleswig-Holstein,Stormarn,Bargteheide
DENW160,7.0777,51.4566,POINT (7.0777 51.4566),Nordrhein-Westfalen,Essen,Essen
DENW197,6.316,50.8297,POINT (6.316 50.8297),Nordrhein-Westfalen,Städteregion Aachen,Eschweiler
DENW226,7.0766,51.4701,POINT (7.0766 51.4701),Nordrhein-Westfalen,Essen,Essen
DEST065,11.9736,51.1986,POINT (11.9736 51.1986),Sachsen-Anhalt,Burgenlandkreis,Weißenfels
DEUB026,14.0708,53.735,POINT (14.0708 53.735),Mecklenburg-Vorpommern,Vorpommern-Greifswald,Ueckermünde
DEUB027,12.6164,53.7622,POINT (12.6164 53.7622),Mecklenburg-Vorpommern,Rostock,Teterow
DEHH039,9.9763,53.6457,POINT (9.9763 53.6457),Hamburg,Hamburg,Hamburg
DEUB039,14.4557,52.1656,POINT (14.4557 52.1656),Brandenburg,Oder-Spree,Schlaubetal
DESH006,9.5494,54.5273,POINT (9.5494 54.5273),Schleswig-Holstein,Schleswig-Flensburg,Schleswig
DESL016,6.8579,49.2514,POINT (6.8579 49.2514),Saarland,Regionalverband Saarbrücken,Völklingen
DEUB002,7.0542,49.7619,POINT (7.0542 49.7619),Rheinland-Pfalz,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB013,10.584,49.2473,POINT (10.584 49.2473),Bayern,Ansbach (Kreisfreie Stadt),Ansbach
DERP029,7.5955,50.3592,POINT (7.5955 50.3592),Rheinland-Pfalz,Koblenz,Koblenz
DENW049,6.9502,51.1665,POINT (6.9502 51.1665),Nordrhein-Westfalen,Mettmann,Hilden
DEUB016,7.6722,52.0425,POINT (7.6722 52.0425),Nordrhein-Westfalen,Münster,Münster
DETH007,11.3283,50.7184,POINT (11.3283 50.7184),Thüringen,Saalfeld-Rudolstadt,Rudolstadt
DEUB003,13.2181,48.8171,POINT (13.2181 48.8171),Bayern,Freyung-Grafenau,Schönberg
DETH008,11.5916,50.6955,POINT (11.5916 50.6955),Thüringen,Saale-Orla-Kreis,Pößneck
DEHE038,9.8588,51.3414,POINT (9.8588 51.3414),Hessen,Werra-Meißner-Kreis,Witzenhausen
DETH016,10.9472,50.8371,POINT (10.9472 50.8371),Thüringen,Ilm-Kreis,Arnstadt
DESN057,14.2102,50.9385,POINT (14.2102 50.9385),Sachsen,Sächsische Schweiz-Osterzgebirge,Sebnitz
DEBW141,8.7115,49.2989,POINT (8.7115 49.2989),Baden-Württemberg,Rhein-Neckar-Kreis,Wiesloch
DEBB050,13.5838,52.6842,POINT (13.5838 52.6842),Brandenburg,Barnim,Bernau bei Berlin
DENI039,9.7038,53.4788,POINT (9.7038 53.4788),Niedersachsen,Stade,Buxtehude
DEST034,11.1459,51.7883,POINT (11.1459 51.7883),Sachsen-Anhalt,Harz,Quedlinburg
DETH012,11.3265,50.9821,POINT (11.3265 50.9821),Thüringen,Weimar,Weimar
DEUB032,10.3124,51.3929,POINT (10.3124 51.3929),Thüringen,Eichsfeld,Leinefelde-Worbis
DEUB033,12.9259,51.5243,POINT (12.9259 51.5243),Sachsen,Nordsachsen,Torgau
DEST036,12.09,51.9669,POINT (12.09 51.9669),Sachsen-Anhalt,Anhalt-Bitterfeld,Zerbst/Anhalt
DEST042,11.545,51.5352,POINT (11.545 51.5352),Sachsen-Anhalt,Mansfeld-Südharz,Eisleben
DEHH037,9.9531,53.5759,POINT (9.9531 53.5759),Hamburg,Hamburg,Hamburg
DERP031,7.6047,49.2053,POINT (7.6047 49.2053),Rheinland-Pfalz,Pirmasens,Pirmasens
DESH016,10.2149,53.5706,POINT (10.2149 53.5706),Schleswig-Holstein,Stormarn,Barsbüttel
DEUB031,14.7862,50.8277,POINT (14.7862 50.8277),Sachsen,Görlitz,Zittau
DENW217,6.5106,51.0978,POINT (6.5106 51.0978),Nordrhein-Westfalen,Rhein-Kreis Neuss,Jüchen
DEUB017,12.0621,50.3066,POINT (12.0621 50.3066),Bayern,Hof,Regnitzlosau
DETH032,10.7009,50.951,POINT (10.7009 50.951),Thüringen,Gotha,Gotha
DESH021,10.1362,54.3327,POINT (10.1362 54.3327),Schleswig-Holstein,Kiel,Kiel
DENW057,6.8086,50.9186,POINT (6.8086 50.9186),Nordrhein-Westfalen,Rhein-Erft-Kreis,Frechen
DEUB018,10.152,51.0371,POINT (10.152 51.0371),Hessen,Werra-Meißner-Kreis,Herleshausen
DETH021,10.4635,51.2053,POINT (10.4635 51.2053),Thüringen,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DENW155,7.0045,50.9628,POINT (7.0045 50.9628),Nordrhein-Westfalen,Köln,Köln
DETH019,11.0242,50.9696,POINT (11.0242 50.9696),Thüringen,Erfurt,Erfurt
DENW103,7.5101,51.4935,POINT (7.5101 51.4935),Nordrhein-Westfalen,Dortmund,Dortmund
DESH002,9.0956,53.9242,POINT (9.0956 53.9242),Schleswig-Holstein,Dithmarschen,Brunsbüttel
DENW145,6.9396,50.9342,POINT (6.9396 50.9342),Nordrhein-Westfalen,Köln,Köln
DESH012,10.1044,54.3442,POINT (10.1044 54.3442),Schleswig-Holstein,Kiel,Kiel
DEST082,11.7208,51.4643,POINT (11.7208 51.4643),Sachsen-Anhalt,Mansfeld-Südharz,Seegebiet Mansfelder Land
DETH066,11.6007,50.6986,POINT (11.6007 50.6986),Thüringen,Saale-Orla-Kreis,Pößneck
DEUB034,7.8763,54.1867,POINT (7.8763 54.1867),Schleswig-Holstein,Pinneberg,Helgoland
DEUB036,11.202,47.6505,POINT (11.202 47.6505),Bayern,Garmisch-Partenkirchen,Murnau a. Staffelsee
DENW150,6.9501,50.9758,POINT (6.9501 50.9758),Nordrhein-Westfalen,Köln,Köln
DENW170,7.046,51.4567,POINT (7.046 51.4567),Nordrhein-Westfalen,Essen,Essen
DESN085,13.7287,51.0548,POINT (13.7287 51.0548),Sachsen,Dresden,Dresden
DESH003,10.3321,53.4357,POINT (10.3321 53.4357),Schleswig-Holstein,Herzogtum Lauenburg,Geesthacht
DESH029,10.1227,54.3039,POINT (10.1227 54.3039),Schleswig-Holstein,Kiel,Kiel
DENW127,7.2955,51.575,POINT (7.2955 51.575),Nordrhein-Westfalen,Recklinghausen,Castrop-Rauxel
DETH086,10.7083,50.6298,POINT (10.7083 50.6298),Thüringen,Suhl,Suhl
DEUB012,8.9567,48.4547,POINT (8.9567 48.4547),Baden-Württemberg,Tübingen,Rottenburg am Neckar
DEHH036,10.0441,53.5949,POINT (10.0441 53.5949),Hamburg,Hamburg,Hamburg
DEUB019,11.8044,50.5689,POINT (11.8044 50.5689),Thüringen,Saale-Orla-Kreis,Schleiz
DEUB020,11.3937,53.6375,POINT (11.3937 53.6375),Mecklenburg-Vorpommern,Schwerin,Schwerin
DEUB025,14.1195,52.2106,POINT (14.1195 52.2106),Brandenburg,Oder-Spree,Rietz-Neuendorf
DENI026,10.5233,51.9086,POINT (10.5233 51.9086),Niedersachsen,Goslar,Bad Harzburg
DENW173,6.6915,51.1947,POINT (6.6915 51.1947),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW177,8.5196,52.0273,POINT (8.5196 52.0273),Nordrhein-Westfalen,Bielefeld,Bielefeld
DEUB041,11.1112,47.8988,POINT (11.1112 47.8988),Bayern,Weilheim-Schongau,Raisting
DEHH042,9.984,53.5939,POINT (9.984 53.5939),Hamburg,Hamburg,Hamburg
DESH032,10.8081,54.1065,POINT (10.8081 54.1065),Schleswig-Holstein,Ostholstein,Neustadt in Holstein
DEUB042,9.4467,49.2407,POINT (9.4467 49.2407),Baden-Württemberg,Hohenlohekreis,Öhringen
DEUB009,7.6642,51.0976,POINT (7.6642 51.0976),Nordrhein-Westfalen,Märkischer Kreis,Meinerzhagen
DEUB021,12.4606,52.1213,POINT (12.4606 52.1213),Brandenburg,Potsdam-Mittelmark,Wiesenburg/Mark
DEUB022,13.9906,53.0301,POINT (13.9906 53.0301),Brandenburg,Uckermark,Angermünde
DEUB023,13.5747,51.6454,POINT (13.5747 51.6454),Brandenburg,Elbe-Elster,Doberlug-Kirchhain
DEST016,12.2695,51.6617,POINT (12.2695 51.6617),Sachsen-Anhalt,Anhalt-Bitterfeld,Bitterfeld-Wolfen
DETH037,11.5827,50.9251,POINT (11.5827 50.9251),Thüringen,Jena,Jena
DENW140,8.4909,52.0005,POINT (8.4909 52.0005),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW142,6.675,51.3334,POINT (6.675 51.3334),Nordrhein-Westfalen,Krefeld,Krefeld
DEUB035,13.5865,50.8285,POINT (13.5865 50.8285),Sachsen,Sächsische Schweiz-Osterzgebirge,Klingenberg
DEUB038,9.7916,54.0731,POINT (9.7916 54.0731),Schleswig-Holstein,Rendsburg-Eckernförde,Mittelholstein
DEUB024,12.4094,52.9375,POINT (12.4094 52.9375),Brandenburg,Ostprignitz-Ruppin,Kyritz
DEST096,11.6199,52.2387,POINT (11.6199 52.2387),Sachsen-Anhalt,Börde,Wolmirstedt
DETH065,11.3456,50.6969,POINT (11.3456 50.6969),Thüringen,Saalfeld-Rudolstadt,Rudolstadt
DEUB040,13.6449,52.9718,POINT (13.6449 52.9718),Brandenburg,Barnim,Joachimsthal (Schorfheide)
DETH017,11.5161,51.0277,POINT (11.5161 51.0277),Thüringen,Weimarer Land,Apolda
DESH031,10.6152,54.1315,POINT (10.6152 54.1315),Schleswig-Holstein,Ostholstein,Eutin
DETH029,11.1675,50.3585,POINT (11.1675 50.3585),Thüringen,Sonneberg,Sonneberg
DETH080,11.4814,50.6372,POINT (11.4814 50.6372),Thüringen,Saalfeld-Rudolstadt,Unterwellenborn
DETH064,11.3218,50.9927,POINT (11.3218 50.9927),Thüringen,Weimar,Weimar
DEUB037,11.4419,53.0684,POINT (11.4419 53.0684),Niedersachsen,Lüchow-Dannenberg,Gartow(Samtgemeinde)
DEUB014,11.2252,47.922,POINT (11.2252 47.922),Bayern,Weilheim-Schongau,Pähl
DENW205,6.712,51.4114,POINT (6.712 51.4114),Nordrhein-Westfalen,Duisburg,Duisburg
DENW221,7.3447,51.4402,POINT (7.3447 51.4402),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Witten
DENW183,8.7477,51.7196,POINT (8.7477 51.7196),Nordrhein-Westfalen,Paderborn,Paderborn
DEST067,12.2631,51.6819,POINT (12.2631 51.6819),Sachsen-Anhalt,Anhalt-Bitterfeld,Bitterfeld-Wolfen
DESH009,10.6858,53.8709,POINT (10.6858 53.8709),Schleswig-Holstein,Lübeck,Lübeck
DETH089,12.0745,50.8849,POINT (12.0745 50.8849),Thüringen,Gera,Gera
DENW199,7.6197,51.9544,POINT (7.6197 51.9544),Nordrhein-Westfalen,Münster,Münster
DENW193,6.5799,50.8632,POINT (6.5799 50.8632),Nordrhein-Westfalen,Rhein-Erft-Kreis,Kerpen
DETH063,11.3007,50.9144,POINT (11.3007 50.9144),Thüringen,Weimarer Land,Mellingen
DETH073,11.6923,51.0113,POINT (11.6923 51.0113),Thüringen,Saale-Holzland-Kreis,Dornburg-Camburg
DETH062,11.2824,50.9171,POINT (11.2824 50.9171),Thüringen,Weimarer Land,Bad Berka
DETH067,11.432,50.662,POINT (11.432 50.662),Thüringen,Saalfeld-Rudolstadt,Unterwellenborn
DENW223,6.8901,50.8799,POINT (6.8901 50.8799),Nordrhein-Westfalen,Rhein-Erft-Kreis,Hürth
DENW227,7.4854,51.6274,POINT (7.4854 51.6274),Nordrhein-Westfalen,Unna,Lünen
DEBW143,8.3904,48.2292,POINT (8.3904 48.2292),Baden-Württemberg,Rottweil,Schramberg
