Air Quality Station EoI Code,Longitude,Latitude,geometry,state_x,district,town_city,Unnamed: 0,city,state_y,population
DENW414,8.5246,52.0235,POINT (8.5246 52.0235),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DENW419,6.7801,51.2156,POINT (6.7801 51.2156),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW429,8.5342,52.0242,POINT (8.5342 52.0242),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DESH052,10.1224,54.3042,POINT (10.1224 54.3042),Schleswig-Holstein,Kiel,Kiel,30,Kiel,Schleswig-Holstein,"247,717"
DENW370,6.7615,51.2005,POINT (6.7615 51.2005),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DERP094,8.2791,49.998,POINT (8.2791 49.998),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP109,7.6105,50.3638,POINT (7.6105 50.3638),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP092,8.2698,50.0086,POINT (8.2698 50.0086),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DENW427,7.0093,51.4856,POINT (7.0093 51.4856),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DETH099,11.0222,50.971,POINT (11.0222 50.971),Thüringen,Erfurt,Erfurt,37,Erfurt,Thuringia,"214,969"
DETH132,11.0325,50.9686,POINT (11.0325 50.9686),Thüringen,Erfurt,Erfurt,37,Erfurt,Thuringia,"214,969"
DEST144,11.6306,52.1312,POINT (11.6306 52.1312),Sachsen-Anhalt,Magdeburg,Magdeburg,32,Magdeburg,Saxony-Anhalt,"239,364"
DENW069,6.7814,51.1633,POINT (6.7814 51.1633),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss,56,Neuss,North Rhine-Westphalia,"154,139"
DERP033,7.7638,49.4452,POINT (7.7638 49.4452),Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern,82,Kaiserslautern,Rhineland-Palatinate,"101,228"
DENW170,7.046,51.4567,POINT (7.046 51.4567),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW019,7.2219,51.6035,POINT (7.2219 51.6035),Nordrhein-Westfalen,Recklinghausen,Recklinghausen,74,Recklinghausen,North Rhine-Westphalia,"111,734"
DENW163,7.0013,51.3885,POINT (7.0013 51.3885),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DERP030,6.6493,49.7583,POINT (6.6493 49.7583),Rheinland-Pfalz,Trier,Trier,73,Trier,Rhineland-Palatinate,"112,195"
DENW173,6.6915,51.1947,POINT (6.6915 51.1947),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss,56,Neuss,North Rhine-Westphalia,"154,139"
DEHH045,10.0681,53.5814,POINT (10.0681 53.5814),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEBE053,13.5187,52.5142,POINT (13.5187 52.5142),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEHH041,9.9634,53.5511,POINT (9.9634 53.5511),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEHH046,10.0101,53.6412,POINT (10.0101 53.6412),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEBB047,13.0338,52.3938,POINT (13.0338 52.3938),Brandenburg,Potsdam,Potsdam,42,Potsdam,Brandenburg,"185,750"
DEHH040,9.9894,53.5614,POINT (9.9894 53.5614),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEBE049,13.5198,52.4602,POINT (13.5198 52.4602),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE046,13.4684,52.5526,POINT (13.4684 52.5526),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE019,13.4171,52.4781,POINT (13.4171 52.4781),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEHH038,9.9721,53.6245,POINT (9.9721 53.6245),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEBE047,13.4517,52.5159,POINT (13.4517 52.5159),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEHH043,9.9791,53.4569,POINT (9.9791 53.4569),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEHH044,9.9293,53.5565,POINT (9.9293 53.5565),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEHH053,10.0116,53.5577,POINT (10.0116 53.5577),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DENI049,9.9588,52.158,POINT (9.9588 52.158),Niedersachsen,Hildesheim,Hildesheim,80,Hildesheim,Lower Saxony,"101,858"
DENI056,10.5289,52.2641,POINT (10.5289 52.2641),Niedersachsen,Braunschweig,Braunschweig,28,Braunschweig,Lower Saxony,"251,804"
DEHH035,9.9893,53.4481,POINT (9.9893 53.4481),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEHH039,9.9763,53.6457,POINT (9.9763 53.6457),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEHH037,9.9531,53.5759,POINT (9.9531 53.5759),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DENW103,7.5101,51.4935,POINT (7.5101 51.4935),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW160,7.0777,51.4566,POINT (7.0777 51.4566),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW214,7.4802,51.524,POINT (7.4802 51.524),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW146,8.5331,52.015,POINT (8.5331 52.015),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DEHH036,10.0441,53.5949,POINT (10.0441 53.5949),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DEHH042,9.984,53.5939,POINT (9.984 53.5939),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DENI148,9.9376,51.5321,POINT (9.9376 51.5321),Niedersachsen,Göttingen,Göttingen,65,Göttingen,Lower Saxony,"118,946"
DENI144,8.0364,52.2716,POINT (8.0364 52.2716),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück,48,Osnabrück,Lower Saxony,"167,366"
DENI145,8.0352,52.2827,POINT (8.0352 52.2827),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück,48,Osnabrück,Lower Saxony,"167,366"
DENW168,7.0051,51.4778,POINT (7.0051 51.4778),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW243,7.1502,51.5428,POINT (7.1502 51.5428),Nordrhein-Westfalen,Herne,Herne,54,Herne,North Rhine-Westphalia,"157,368"
DENW236,7.4777,51.3602,POINT (7.4777 51.3602),Nordrhein-Westfalen,Hagen,Hagen,41,Hagen,North Rhine-Westphalia,"189,783"
DENW156,7.6197,51.9548,POINT (7.6197 51.9548),Nordrhein-Westfalen,Münster,Münster,20,Münster,North Rhine-Westphalia,"320,946"
DENI147,9.9315,51.5322,POINT (9.9315 51.5322),Niedersachsen,Göttingen,Göttingen,65,Göttingen,Lower Saxony,"118,946"
DENW298,7.2037,51.4611,POINT (7.2037 51.4611),Nordrhein-Westfalen,Bochum,Bochum,16,Bochum,North Rhine-Westphalia,"365,742"
DENW167,8.0208,50.8756,POINT (8.0208 50.8756),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen,78,Siegen,North Rhine-Westphalia,"102,560"
DENW234,6.9243,51.5195,POINT (6.9243 51.5195),Nordrhein-Westfalen,Bottrop,Bottrop,66,Bottrop,North Rhine-Westphalia,"118,113"
DENW235,7.0848,51.5281,POINT (7.0848 51.5281),Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen,26,Gelsenkirchen,North Rhine-Westphalia,"263,000"
DENW263,8.7553,51.7201,POINT (8.7553 51.7201),Nordrhein-Westfalen,Paderborn,Paderborn,55,Paderborn,North Rhine-Westphalia,"154,755"
