Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;PDS;FDP;GRÜNE;NPD;PBC;Agrarb�ndnis;AfR;AMB;AU;AJL;Bv-L�ndlicher Raum;Bv;B�ndnis 90;BBLR;BFR;BfB;BfS;BB UER;BG;BMV;BUMV;GRAUE;Die Sozialen;ok;FORUM;Freie W�hlergemeinschaft;F-UER;HGR;MUG;RB;SAV;UWG Bansin;UWG Tramm;WG Bauernverband;Bauern;WGGM;WGK;WGLR;WG Prohn;"WG ""Rettet Prerow""";UR;WG Wittenhagen;Einzelbewerber
A;59;Ostvorpommern;5918;Landhagen;13059099;Weitenhagen;1;1;1382;762;55,1;147;2087;909;371;454;82;135;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20;13;x;x;x;43;x;x
P;59;Ostvorpommern;5918;Landhagen;13059099;Weitenhagen;1;1;1382;762;55,1;6,6;93,4;43,6;17,8;21,8;3,9;6,5;2,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;0,6;x;x;x;2,1;x;x
A;59;Ostvorpommern;5919;Lubmin;13059011;Br�nzow;1;1;596;325;54,5;33;910;522;109;193;24;20;33;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;3;x;x;x;5;x;x
P;59;Ostvorpommern;5919;Lubmin;13059011;Br�nzow;1;1;596;325;54,5;3,5;96,5;57,4;12;21,2;2,6;2,2;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,3;x;x;x;0,5;x;x
A;59;Ostvorpommern;5919;Lubmin;13059029;Hanshagen;1;1;785;438;55,8;57;1244;415;133;590;21;51;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;5;x;x;x;2;x;x
P;59;Ostvorpommern;5919;Lubmin;13059029;Hanshagen;1;1;785;438;55,8;4,4;95,6;33,4;10,7;47,4;1,7;4,1;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,4;x;x;x;0,2;x;x
A;59;Ostvorpommern;5919;Lubmin;13059039;Katzow;2;2;545;343;62,9;33;946;464;152;223;14;24;52;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;8;x;x;x;7;x;x
P;59;Ostvorpommern;5919;Lubmin;13059039;Katzow;2;2;545;343;62,9;3,4;96,6;49;16,1;23,6;1,5;2,5;5,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,8;x;x;x;0,7;x;x
A;59;Ostvorpommern;5919;Lubmin;13059040;Kemnitz;2;2;1034;605;58,5;66;1721;1107;142;341;24;38;50;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;8;x;x;x;7;x;x
P;59;Ostvorpommern;5919;Lubmin;13059040;Kemnitz;2;2;1034;605;58,5;3,7;96,3;64,3;8,3;19,8;1,4;2,2;2,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,5;x;x;x;0,4;x;x
A;59;Ostvorpommern;5919;Lubmin;13059053;Loissin;3;3;719;376;52,3;30;1043;638;124;187;47;19;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;2;x;x;x;6;x;x
P;59;Ostvorpommern;5919;Lubmin;13059053;Loissin;3;3;719;376;52,3;2,8;97,2;61,2;11,9;17,9;4,5;1,8;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;0,2;x;x;x;0,6;x;x
A;59;Ostvorpommern;5919;Lubmin;13059055;Lubmin;1;1;1728;1157;67;39;3317;1869;403;474;220;213;81;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13;15;x;x;x;29;x;x
P;59;Ostvorpommern;5919;Lubmin;13059055;Lubmin;1;1;1728;1157;67;1,2;98,8;56,3;12,1;14,3;6,6;6,4;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;0,5;x;x;x;0,9;x;x
A;59;Ostvorpommern;5919;Lubmin;13059069;Neu Boltenhagen;1;1;534;268;50,2;48;738;452;80;103;38;15;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;1;x;x;x;12;x;x
P;59;Ostvorpommern;5919;Lubmin;13059069;Neu Boltenhagen;1;1;534;268;50,2;6,1;93,9;61,2;10,8;14;5,1;2;3,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;0,1;x;x;x;1,6;x;x
A;59;Ostvorpommern;5919;Lubmin;13059085;Rubenow;1;1;405;265;65,4;27;755;531;64;75;37;16;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;x;x;x;11;x;x
P;59;Ostvorpommern;5919;Lubmin;13059085;Rubenow;1;1;405;265;65,4;3,5;96,5;70,3;8,5;9,9;4,9;2,1;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,1;x;x;x;1,5;x;x
A;59;Ostvorpommern;5919;Lubmin;13059103;Wusterhusen;3;3;1156;647;56;60;1844;1317;202;214;44;23;36;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;3;x;x;x;4;x;x
P;59;Ostvorpommern;5919;Lubmin;13059103;Wusterhusen;3;3;1156;647;56;3,2;96,8;71,4;11;11,6;2,4;1,2;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,2;x;x;x;0,2;x;x
A;59;Ostvorpommern;5920;Spantekow;13059008;Blesewitz;1;1;232;125;53,9;24;344;173;18;54;36;1;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;0;x;x;x;18;x;x
P;59;Ostvorpommern;5920;Spantekow;13059008;Blesewitz;1;1;232;125;53,9;6,5;93,5;50,3;5,2;15,7;10,5;0,3;10,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;0;x;x;x;5,2;x;x
A;59;Ostvorpommern;5920;Spantekow;13059009;Boldekow;1;1;536;333;62,1;63;921;501;121;212;19;33;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;13;x;x
P;59;Ostvorpommern;5920;Spantekow;13059009;Boldekow;1;1;536;333;62,1;6,4;93,6;54,4;13,1;23;2,1;3,6;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;1,4;x;x
A;59;Ostvorpommern;5920;Spantekow;13059015;Butzow;1;1;430;246;57,2;43;695;358;93;83;73;14;30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;x;x;x;43;x;x
P;59;Ostvorpommern;5920;Spantekow;13059015;Butzow;1;1;430;246;57,2;5,8;94,2;51,5;13,4;11,9;10,5;2;4,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,1;x;x;x;6,2;x;x
A;59;Ostvorpommern;5920;Spantekow;13059020;Drewelow;1;1;132;79;59,8;3;230;124;35;20;35;3;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;3;x;x;x;4;x;x
P;59;Ostvorpommern;5920;Spantekow;13059020;Drewelow;1;1;132;79;59,8;1,3;98,7;53,9;15,2;8,7;15,2;1,3;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1,3;x;x;x;1,7;x;x
A;59;Ostvorpommern;5920;Spantekow;13059034;Japenzin;1;1;195;152;77,9;39;413;183;38;125;32;1;31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;3;x;x
P;59;Ostvorpommern;5920;Spantekow;13059034;Japenzin;1;1;195;152;77,9;8,6;91,4;44,3;9,2;30,3;7,7;0,2;7,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;0,7;x;x
A;59;Ostvorpommern;5920;Spantekow;13059073;Neuenkirchen;1;1;272;165;60,7;39;440;193;66;76;60;3;33;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;x;x;x;8;x;x
P;59;Ostvorpommern;5920;Spantekow;13059073;Neuenkirchen;1;1;272;165;60,7;8,1;91,9;43,9;15;17,3;13,6;0,7;7,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,2;x;x;x;1,8;x;x
A;59;Ostvorpommern;5920;Spantekow;13059076;Pelsin;2;2;255;169;66,3;24;452;238;74;60;34;5;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;3;x;x;x;19;x;x
P;59;Ostvorpommern;5920;Spantekow;13059076;Pelsin;2;2;255;169;66,3;5;95;52,7;16,4;13,3;7,5;1,1;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,7;x;x;x;4,2;x;x
A;59;Ostvorpommern;5920;Spantekow;13059080;Putzar;1;1;184;105;57,1;24;290;138;64;34;19;11;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;13;x;x
P;59;Ostvorpommern;5920;Spantekow;13059080;Putzar;1;1;184;105;57,1;7,6;92,4;47,6;22,1;11,7;6,6;3,8;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;4,5;x;x
A;59;Ostvorpommern;5920;Spantekow;13059087;Sarnow;1;1;421;207;49,2;54;551;292;86;101;30;2;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;0;x;x;x;19;x;x
P;59;Ostvorpommern;5920;Spantekow;13059087;Sarnow;1;1;421;207;49,2;8,9;91,1;53;15,6;18,3;5,4;0,4;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0;x;x;x;3,4;x;x
A;59;Ostvorpommern;5920;Spantekow;13059091;Spantekow;1;1;767;391;51;45;1118;622;88;133;214;6;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;4;x;x;x;16;x;x
P;59;Ostvorpommern;5920;Spantekow;13059091;Spantekow;1;1;767;391;51;3,9;96,1;55,6;7,9;11,9;19,1;0,5;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,4;x;x;x;1,4;x;x
A;59;Ostvorpommern;5921;Usedom-S�d;13059064;Morgenitz;1;1;200;118;59;6;335;134;29;41;1;7;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;3;0;x;x;x;94;x;x
P;59;Ostvorpommern;5921;Usedom-S�d;13059064;Morgenitz;1;1;200;118;59;1,8;98,2;40;8,7;12,2;0,3;2,1;7,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;0,9;0;x;x;x;28,1;x;x
A;59;Ostvorpommern;5921;Usedom-S�d;13059081;Rankwitz;1;1;584;352;60,3;60;994;494;116;78;6;18;23;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;0;0;x;x;x;256;x;x
P;59;Ostvorpommern;5921;Usedom-S�d;13059081;Rankwitz;1;1;584;352;60,3;5,7;94,3;49,7;11,7;7,8;0,6;1,8;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;0;0;x;x;x;25,8;x;x
A;59;Ostvorpommern;5921;Usedom-S�d;13059094;Stolpe auf Usedom;1;1;350;233;66,6;9;660;344;68;44;10;4;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;0;3;x;x;x;173;x;x
P;59;Ostvorpommern;5921;Usedom-S�d;13059094;Stolpe auf Usedom;1;1;350;233;66,6;1,3;98,7;52,1;10,3;6,7;1,5;0,6;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;0;0,5;x;x;x;26,2;x;x
A;59;Ostvorpommern;5921;Usedom-S�d;13059097;Usedom, Stadt;3;3;1707;718;42,1;75;2022;662;254;256;28;28;108;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;0;3;x;x;x;673;x;x
P;59;Ostvorpommern;5921;Usedom-S�d;13059097;Usedom, Stadt;3;3;1707;718;42,1;3,6;96,4;32,7;12,6;12,7;1,4;1,4;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;0;0,1;x;x;x;33,3;x;x
A;59;Ostvorpommern;5922;Wolgast-Land;13059012;Buddenhagen;1;1;421;262;62,2;15;722;230;99;160;10;12;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;2;x;x;x;18;x;179
P;59;Ostvorpommern;5922;Wolgast-Land;13059012;Buddenhagen;1;1;421;262;62,2;2;98;31,9;13,7;22,2;1,4;1,7;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,3;x;x;x;2,5;x;24,8
A;59;Ostvorpommern;5922;Wolgast-Land;13059024;Gro� Ernsthof;1;1;338;218;64,5;18;620;331;106;68;19;8;33;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;x;x;x;13;x;41
P;59;Ostvorpommern;5922;Wolgast-Land;13059024;Gro� Ernsthof;1;1;338;218;64,5;2,8;97,2;53,4;17,1;11;3,1;1,3;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,2;x;x;x;2,1;x;6,6
A;59;Ostvorpommern;5922;Wolgast-Land;13059032;Hohendorf;1;1;878;496;56,5;75;1390;597;241;279;32;9;55;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;10;x;x;x;35;x;132
P;59;Ostvorpommern;5922;Wolgast-Land;13059032;Hohendorf;1;1;878;496;56,5;5,1;94,9;42,9;17,3;20,1;2,3;0,6;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,7;x;x;x;2,5;x;9,5
A;59;Ostvorpommern;5922;Wolgast-Land;13059046;Kr�slin;2;2;1683;913;54,2;126;2420;1544;201;300;103;31;102;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;9;x;x;x;44;x;80
P;59;Ostvorpommern;5922;Wolgast-Land;13059046;Kr�slin;2;2;1683;913;54,2;4,9;95,1;63,8;8,3;12,4;4,3;1,3;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,4;x;x;x;1,8;x;3,3
A;59;Ostvorpommern;5922;Wolgast-Land;13059047;Krummin;1;1;236;154;65,3;24;423;277;57;37;8;9;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;0;x;x;x;17;x;7
P;59;Ostvorpommern;5922;Wolgast-Land;13059047;Krummin;1;1;236;154;65,3;5,4;94,6;65,5;13,5;8,7;1,9;2,1;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;0;x;x;x;4;x;1,7
A;59;Ostvorpommern;5922;Wolgast-Land;13059059;L�tow;1;1;324;208;64,2;15;585;339;76;41;10;9;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;28;x;67
P;59;Ostvorpommern;5922;Wolgast-Land;13059059;L�tow;1;1;324;208;64,2;2,5;97,5;57,9;13;7;1,7;1,5;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;4,8;x;11,5
A;59;Ostvorpommern;5922;Wolgast-Land;13059088;Sauzin;1;1;379;264;69,7;54;732;358;99;125;16;7;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;2;x;x;x;24;x;67
P;59;Ostvorpommern;5922;Wolgast-Land;13059088;Sauzin;1;1;379;264;69,7;6,9;93,1;48,9;13,5;17,1;2,2;1;4,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,3;x;x;x;3,3;x;9,2
A;59;Ostvorpommern;5922;Wolgast-Land;13059104;Zemitz;1;1;700;360;51,4;54;1000;696;60;120;17;6;53;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;x;x;x;13;x;34
P;59;Ostvorpommern;5922;Wolgast-Land;13059104;Zemitz;1;1;700;360;51,4;5,1;94,9;69,6;6;12;1,7;0,6;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,1;x;x;x;1,3;x;3,4
A;59;Ostvorpommern;5923;Ziethen;13059014;Buggenhagen;1;1;219;146;66,7;27;394;115;76;108;11;30;36;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;9;x;9
P;59;Ostvorpommern;5923;Ziethen;13059014;Buggenhagen;1;1;219;146;66,7;6,4;93,6;29,2;19,3;27,4;2,8;7,6;9,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;2,3;x;2,3
A;59;Ostvorpommern;5923;Ziethen;13059027;Gro� Polzin;1;1;440;208;47,3;30;557;188;67;186;30;2;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;2;x;x;x;47;x;8
P;59;Ostvorpommern;5923;Ziethen;13059027;Gro� Polzin;1;1;440;208;47,3;5,1;94,9;33,8;12;33,4;5,4;0,4;4,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,4;x;x;x;8,4;x;1,4
A;59;Ostvorpommern;5923;Ziethen;13059041;Klein B�nzow;1;1;710;288;40,6;84;778;276;96;197;98;16;45;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;21;x;x;x;17;x;12
P;59;Ostvorpommern;5923;Ziethen;13059041;Klein B�nzow;1;1;710;288;40,6;9,7;90,3;35,5;12,3;25,3;12,6;2,1;5,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;2,7;x;x;x;2,2;x;1,5
A;59;Ostvorpommern;5923;Ziethen;13059049;Lassan, Stadt;1;1;1300;637;49;150;1732;605;283;594;52;20;146;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;31;x;1
P;59;Ostvorpommern;5923;Ziethen;13059049;Lassan, Stadt;1;1;1300;637;49;8;92;34,9;16,3;34,3;3;1,2;8,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;1,8;x;0,1
A;59;Ostvorpommern;5923;Ziethen;13059065;Murchin;1;1;777;337;43,4;51;958;342;95;332;43;22;61;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;60;x;3
P;59;Ostvorpommern;5923;Ziethen;13059065;Murchin;1;1;777;337;43,4;5,1;94,9;35,7;9,9;34,7;4,5;2,3;6,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;6,3;x;0,3
A;59;Ostvorpommern;5923;Ziethen;13059079;Pulow;1;1;263;239;90,9;51;647;218;107;124;18;29;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;9;x;126
P;59;Ostvorpommern;5923;Ziethen;13059079;Pulow;1;1;263;239;90,9;7,3;92,7;33,7;16,5;19,2;2,8;4,5;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;1,4;x;19,5
A;59;Ostvorpommern;5923;Ziethen;13059086;Rubkow;1;1;649;328;50,5;63;897;517;91;128;49;18;43;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;8;x;x;x;24;x;19
P;59;Ostvorpommern;5923;Ziethen;13059086;Rubkow;1;1;649;328;50,5;6,6;93,4;57,6;10,1;14,3;5,5;2;4,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0,9;x;x;x;2,7;x;2,1
A;59;Ostvorpommern;5923;Ziethen;13059089;Schmatzin;1;1;336;203;60,4;36;553;222;86;159;24;6;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;7;x;x;x;31;x;2
P;59;Ostvorpommern;5923;Ziethen;13059089;Schmatzin;1;1;336;203;60,4;6,1;93,9;40,1;15,6;28,8;4,3;1,1;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;1,3;x;x;x;5,6;x;0,4
A;59;Ostvorpommern;5923;Ziethen;13059106;Ziethen;1;1;444;218;49,1;51;585;302;54;95;39;5;59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;27;x;4
P;59;Ostvorpommern;5923;Ziethen;13059106;Ziethen;1;1;444;218;49,1;8;92;51,6;9,2;16,2;6,7;0,9;10,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;x;x;x;4,6;x;0,7
A;59;Ostvorpommern;5924;Z�ssow;13059025;Gro� Kiesow;1;1;1274;506;39,7;105;1375;603;282;232;37;62;79;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;60;x;x;x;8;x;11
P;59;Ostvorpommern;5924;Z�ssow;13059025;Gro� Kiesow;1;1;1274;506;39,7;7,1;92,9;43,9;20,5;16,9;2,7;4,5;5,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;4,4;x;x;x;0,6;x;0,8
A;59;Ostvorpommern;5924;Z�ssow;13059037;Karlsburg;1;1;1210;517;42,7;21;1471;442;150;329;33;13;57;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;426;x;x;x;16;x;5
P;59;Ostvorpommern;5924;Z�ssow;13059037;Karlsburg;1;1;1210;517;42,7;1,4;98,6;30;10,2;22,4;2,2;0,9;3,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;29;x;x;x;1,1;x;0,3
A;59;Ostvorpommern;5924;Z�ssow;13059057;L�hmannsdorf;1;1;606;343;56,6;57;948;440;112;158;41;81;26;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;82;x;x;x;7;x;0
P;59;Ostvorpommern;5924;Z�ssow;13059057;L�hmannsdorf;1;1;606;343;56,6;5,7;94,3;46,4;11,8;16,7;4,3;8,5;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;8,6;x;x;x;0,7;x;0
A;59;Ostvorpommern;5924;Z�ssow;13059082;Ranzin;1;1;224;144;64,3;69;340;145;54;97;7;7;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;15;x;x;x;7;x;0
P;59;Ostvorpommern;5924;Z�ssow;13059082;Ranzin;1;1;224;144;64,3;16,9;83,1;42,6;15,9;28,5;2,1;2,1;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;4,4;x;x;x;2,1;x;0
