Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;PDS;FDP;GRÜNE;NPD;PBC;Agrarb�ndnis;AfR;AMB;AU;AJL;Bv-L�ndlicher Raum;Bv;B�ndnis 90;BBLR;BFR;BfB;BfS;BB UER;BG;BMV;BUMV;GRAUE;Die Sozialen;ok;FORUM;Freie W�hlergemeinschaft;F-UER;HGR;MUG;RB;SAV;UWG Bansin;UWG Tramm;WG Bauernverband;Bauern;WGGM;WGK;WGLR;WG Prohn;"WG ""Rettet Prerow""";UR;WG Wittenhagen;Einzelbewerber
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1512;651;43,1;66;1754;625;336;306;384;42;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;25
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1512;651;43,1;3,6;96,4;35,6;19,2;17,4;21,9;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
A;51;Bad Doberan;5115;Rostocker Heide;13051046;M�nchhagen;1;1;919;556;60,5;63;1511;409;179;167;664;46;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18
P;51;Bad Doberan;5115;Rostocker Heide;13051046;M�nchhagen;1;1;919;556;60,5;4;96;27,1;11,8;11,1;43,9;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;51;Bad Doberan;5115;Rostocker Heide;13051066;R�vershagen;2;2;2025;907;44,8;44;2545;768;755;492;331;71;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;84;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;44
P;51;Bad Doberan;5115;Rostocker Heide;13051066;R�vershagen;2;2;2025;907;44,8;1,7;98,3;30,2;29,7;19,3;13;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;350;220;62,9;33;626;232;110;89;36;142;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;350;220;62,9;5;95;37,1;17,6;14,2;5,8;22,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;51;Bad Doberan;5118;Schwaan;13051014;Br�bberow;1;1;402;235;58,5;34;671;304;49;90;33;162;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15
P;51;Bad Doberan;5118;Schwaan;13051014;Br�bberow;1;1;402;235;58,5;4,8;95,2;45,3;7,3;13,4;4,9;24,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;347;158;45,5;15;434;161;67;102;27;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;347;158;45,5;3,3;96,7;37,1;15,4;23,5;6,2;11,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;301;186;61,8;18;525;238;77;94;35;68;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;301;186;61,8;3,3;96,7;45,3;14,7;17,9;6,7;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4655;1783;38,3;150;5100;3066;491;900;173;417;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;43;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4655;1783;38,3;2,9;97,1;60,1;9,6;17,6;3,4;8,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;278;175;62,9;24;488;228;64;100;25;62;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;278;175;62,9;4,7;95,3;46,7;13,1;20,5;5,1;12,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;677;393;58,1;28;1070;502;223;183;43;91;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;677;393;58,1;2,6;97,4;46,9;20,8;17,1;4;8,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
A;51;Bad Doberan;5119;Tessin-Land;13051016;Cammin;1;1;677;345;51;24;989;421;169;249;80;57;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
P;51;Bad Doberan;5119;Tessin-Land;13051016;Cammin;1;1;677;345;51;2,4;97,6;42,6;17,1;25,2;8,1;5,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5
A;51;Bad Doberan;5119;Tessin-Land;13051021;Gnewitz;1;1;193;116;60,1;6;334;136;67;68;49;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
P;51;Bad Doberan;5119;Tessin-Land;13051021;Gnewitz;1;1;193;116;60,1;1,8;98,2;40,7;20,1;20,4;14,7;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
A;51;Bad Doberan;5119;Tessin-Land;13051023;Grammow;1;1;162;101;62,3;9;294;156;34;68;25;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
P;51;Bad Doberan;5119;Tessin-Land;13051023;Grammow;1;1;162;101;62,3;3;97;53,1;11,6;23,1;8,5;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1
A;51;Bad Doberan;5119;Tessin-Land;13051050;Nustrow;1;1;143;90;62,9;18;252;125;42;62;19;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1
P;51;Bad Doberan;5119;Tessin-Land;13051050;Nustrow;1;1;143;90;62,9;6,7;93,3;49,6;16,7;24,6;7,5;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4
A;51;Bad Doberan;5119;Tessin-Land;13051072;Selpin;1;1;447;211;47,2;45;579;294;64;98;36;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;67
P;51;Bad Doberan;5119;Tessin-Land;13051072;Selpin;1;1;447;211;47,2;7,2;92,8;50,8;11,1;16,9;6,2;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11,6
A;51;Bad Doberan;5119;Tessin-Land;13051076;Stubbendorf;1;1;130;84;64,6;9;241;101;83;23;24;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
P;51;Bad Doberan;5119;Tessin-Land;13051076;Stubbendorf;1;1;130;84;64,6;3,6;96,4;41,9;34,4;9,5;10;2,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;51;Bad Doberan;5119;Tessin-Land;13051078;Thelkow;1;1;437;217;49,7;48;576;348;62;69;56;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12
P;51;Bad Doberan;5119;Tessin-Land;13051078;Thelkow;1;1;437;217;49,7;7,7;92,3;60,4;10,8;12;9,7;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1
A;51;Bad Doberan;5119;Tessin-Land;13051084;Zarnewanz;1;1;363;221;60,9;15;639;325;190;63;37;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
P;51;Bad Doberan;5119;Tessin-Land;13051084;Zarnewanz;1;1;363;221;60,9;2,3;97,7;50,9;29,7;9,9;5,8;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;561;292;52;13;808;335;158;137;72;71;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
P;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;561;292;52;1,6;98,4;41,5;19,6;17;8,9;8,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
A;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;2204;907;41,2;103;2559;1262;423;523;234;72;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15
P;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;2204;907;41,2;3,9;96,1;49,3;16,5;20,4;9,1;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
A;51;Bad Doberan;5120;Warnow-Ost;13051034;Kavelstorf;1;1;1041;497;47,7;28;1384;586;319;300;103;50;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
P;51;Bad Doberan;5120;Warnow-Ost;13051034;Kavelstorf;1;1;1041;497;47,7;2;98;42,3;23;21,7;7,4;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
A;51;Bad Doberan;5120;Warnow-Ost;13051035;Kessin;1;1;1203;633;52,6;39;1850;762;480;289;170;86;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;51;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12
P;51;Bad Doberan;5120;Warnow-Ost;13051035;Kessin;1;1;1203;633;52,6;2,1;97,9;41,2;25,9;15,6;9,2;4,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
A;51;Bad Doberan;5120;Warnow-Ost;13051044;Lieblingshof;2;2;608;338;55,6;33;968;499;121;107;174;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
P;51;Bad Doberan;5120;Warnow-Ost;13051044;Lieblingshof;2;2;608;338;55,6;3,3;96,7;51,5;12,5;11,1;18;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
A;51;Bad Doberan;5120;Warnow-Ost;13051055;Prisannewitz;2;2;533;305;57,2;93;807;326;130;243;50;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10
P;51;Bad Doberan;5120;Warnow-Ost;13051055;Prisannewitz;2;2;533;305;57,2;10,3;89,7;40,4;16,1;30,1;6,2;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3656;1968;53,8;222;5577;1899;1611;1208;435;296;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;84;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;44
P;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3656;1968;53,8;3,8;96,2;34,1;28,9;21,7;7,8;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2589;1385;53,5;147;3967;1971;836;574;300;197;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;52;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;37
P;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2589;1385;53,5;3,6;96,4;49,7;21,1;14,5;7,6;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
A;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2560;1325;51,8;104;3784;1389;555;845;774;131;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;53
P;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2560;1325;51,8;2,7;97,3;36,7;14,7;22,3;20,5;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
A;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1964;1112;56,6;120;3192;1276;748;673;204;210;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40
P;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1964;1112;56,6;3,6;96,4;40;23,4;21,1;6,4;6,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
A;51;Bad Doberan;5121;Warnow-West;13051053;P�lchow;1;1;766;443;57,8;45;1266;461;278;257;62;173;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10
P;51;Bad Doberan;5121;Warnow-West;13051053;P�lchow;1;1;766;443;57,8;3,4;96,6;36,4;22;20,3;4,9;13,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;51;Bad Doberan;5121;Warnow-West;13051073;St�below;1;1;1093;524;47,9;57;1490;663;350;271;102;64;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23
P;51;Bad Doberan;5121;Warnow-West;13051073;St�below;1;1;1093;524;47,9;3,7;96,3;44,5;23,5;18,2;6,8;4,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
A;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1104;532;48,2;60;1504;756;251;284;99;67;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14
P;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1104;532;48,2;3,8;96,2;50,3;16,7;18,9;6,6;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
A;52;Demmin;5201;Altentreptow, Stadt;13052003;Altentreptow, Stadt;8;8;5571;2422;43,5;331;6781;2874;1291;1432;478;82;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;624;x;x;x;x;x
P;52;Demmin;5201;Altentreptow, Stadt;13052003;Altentreptow, Stadt;8;8;5571;2422;43,5;4,7;95,3;42,4;19;21,1;7;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,2;x;x;x;x;x
A;52;Demmin;5202;Demmin, Hansestadt;13052018;Demmin, Hansestadt;11;11;11508;3892;33,8;344;11065;5810;1608;3006;155;133;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;353;x;x;x;x;x
P;52;Demmin;5202;Demmin, Hansestadt;13052018;Demmin, Hansestadt;11;11;11508;3892;33,8;3;97;52,5;14,5;27,2;1,4;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2;x;x;x;x;x
A;52;Demmin;5205;Malchin, Stadt;13052050;Malchin, Stadt;8;8;7035;2715;38,6;265;7713;2593;1519;2047;1240;106;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;208;x;x;x;x;x
P;52;Demmin;5205;Malchin, Stadt;13052050;Malchin, Stadt;8;8;7035;2715;38,6;3,3;96,7;33,6;19,7;26,5;16,1;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x
A;52;Demmin;5207;Stavenhagen, Reuterstadt, Stadt;13052074;Stavenhagen, Reuterstadt,;8;8;5612;2282;40,7;260;6323;2769;734;2345;240;92;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;143;x;x;x;x;x
P;52;Demmin;5207;Stavenhagen, Reuterstadt, Stadt;13052074;Stavenhagen, Reuterstadt,;8;8;5612;2282;40,7;3,9;96,1;43,8;11,6;37,1;3,8;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x
A;52;Demmin;5208;Dargun, Stadt;13052017;Dargun, Stadt;9;9;4541;2189;48,2;301;6057;2334;611;2208;239;121;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;279;x;x;x;x;265
P;52;Demmin;5208;Dargun, Stadt;13052017;Dargun, Stadt;9;9;4541;2189;48,2;4,7;95,3;38,5;10,1;36,5;3,9;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,6;x;x;x;x;4,4
A;52;Demmin;5211;Borrentin;13052007;Beggerow;1;1;547;284;51,9;20;774;482;59;169;23;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;3
P;52;Demmin;5211;Borrentin;13052007;Beggerow;1;1;547;284;51,9;2,5;97,5;62,3;7,6;21,8;3;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;0,4
A;52;Demmin;5211;Borrentin;13052035;Hohenbollentin;1;1;124;105;84,7;27;278;173;25;45;10;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;0
P;52;Demmin;5211;Borrentin;13052035;Hohenbollentin;1;1;124;105;84,7;8,9;91,1;62,2;9;16,2;3,6;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;0
A;52;Demmin;5211;Borrentin;13052048;Lindenberg;1;1;235;194;82,6;69;498;273;47;108;8;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;0
P;52;Demmin;5211;Borrentin;13052048;Lindenberg;1;1;235;194;82,6;12,2;87,8;54,8;9,4;21,7;1,6;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,2;x;x;x;x;0
A;52;Demmin;5211;Borrentin;13052051;Meesiger;1;1;238;193;81,1;27;495;237;122;85;10;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;0
P;52;Demmin;5211;Borrentin;13052051;Meesiger;1;1;238;193;81,1;5,2;94,8;47,9;24,6;17,2;2;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,7;x;x;x;x;0
A;52;Demmin;5211;Borrentin;13052054;Kentzlin;1;1;216;145;67,1;50;385;191;49;94;10;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;x;x;x;x;11
P;52;Demmin;5211;Borrentin;13052054;Kentzlin;1;1;216;145;67,1;11,5;88,5;49,6;12,7;24,4;2,6;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,6;x;x;x;x;2,9
A;52;Demmin;5211;Borrentin;13052067;Sarow;1;1;768;384;50;17;1073;645;135;202;5;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;65;x;x;x;x;2
P;52;Demmin;5211;Borrentin;13052067;Sarow;1;1;768;384;50;1,6;98,4;60,1;12,6;18,8;0,5;1,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,1;x;x;x;x;0,2
A;52;Demmin;5211;Borrentin;13052070;Sch�nfeld;1;1;383;234;61,1;15;630;281;168;96;16;43;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20;x;x;x;x;6
P;52;Demmin;5211;Borrentin;13052070;Sch�nfeld;1;1;383;234;61,1;2,3;97,7;44,6;26,7;15,2;2,5;6,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2;x;x;x;x;1
A;52;Demmin;5211;Borrentin;13052073;Sommersdorf;1;1;208;158;76;33;433;206;72;78;10;40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;9
P;52;Demmin;5211;Borrentin;13052073;Sommersdorf;1;1;208;158;76;7,1;92,9;47,6;16,6;18;2,3;9,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,2;x;x;x;x;2,1
A;52;Demmin;5211;Borrentin;13052082;Verchen;1;1;388;196;50,5;22;502;235;68;128;11;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36;x;x;x;x;3
P;52;Demmin;5211;Borrentin;13052082;Verchen;1;1;388;196;50,5;4,2;95,8;46,8;13,5;25,5;2,2;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,2;x;x;x;x;0,6
A;52;Demmin;5211;Borrentin;13052093;Borrentin;3;3;908;457;50,3;78;1266;638;258;241;18;66;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42;x;x;x;x;3
