Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;ABLR;APD;AUF;Bauernverband;B�NDNIS F�R R�GEN;BfL;BfS;BG;Freie  W�hler;Freie W�hler;Freie W�hler MSP;Freie W�hler NWM;Freie W�hler SWM;FWG Jarmen;KfV;LUL;Die PARTEI;PIRATEN;RENTNER;UWG;WG BV-LR;WGLR;Adomeit;Einzelbewerber;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076025;Crivitz, Stadt;5;5;4371;1948;44,6;3,3;96,7;28,2;16,2;34,7;7,7;6,0;4,8;1,0;x;0,3;x;x;0,1;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076029;Demen;2;2;881;436;49,5;31;1243;145;259;684;37;53;37;10;x;4;x;x;1;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076029;Demen;2;2;881;436;49,5;2,4;97,6;11,7;20,8;55,0;3,0;4,3;3,0;0,8;x;0,3;x;x;0,1;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,1;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076038;Friedrichsruhe;1;1;805;379;47,1;33;1090;216;307;363;62;42;63;21;x;4;x;x;1;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076038;Friedrichsruhe;1;1;805;379;47,1;2,9;97,1;19,8;28,2;33,3;5,7;3,9;5,8;1,9;x;0,4;x;x;0,1;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076140;Tramm;2;2;807;441;54,6;45;1259;375;212;463;54;73;49;6;x;4;x;x;1;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;9;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076140;Tramm;2;2;807;441;54,6;3,5;96,5;29,8;16,8;36,8;4,3;5,8;3,9;0,5;x;0,3;x;x;0,1;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076158;Zapel;1;1;349;160;45,8;9;469;91;99;195;27;20;8;3;x;0;x;x;9;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076158;Zapel;1;1;349;160;45,8;1,9;98,1;19,4;21,1;41,6;5,8;4,3;1,7;0,6;x;0,0;x;x;1,9;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076753;Briefwahl Crivitz;1;1;0;693;0,0;24;2003;573;362;691;113;132;63;40;x;4;x;x;1;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;15;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076753;Briefwahl Crivitz;1;1;0;693;0,0;1,2;98,8;28,6;18,1;34,5;5,6;6,6;3,1;2,0;x;0,2;x;x;0,0;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076034;D�mitz, Stadt;5;5;2697;1211;44,9;108;3436;1335;567;637;387;158;172;111;x;23;x;x;11;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;14;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076034;D�mitz, Stadt;5;5;2697;1211;44,9;3,0;97,0;38,9;16,5;18,5;11,3;4,6;5,0;3,2;x;0,7;x;x;0,3;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;0,4;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076053;Grebs-Niendorf;1;1;511;236;46,2;14;694;152;61;89;73;34;70;205;x;6;x;x;1;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076053;Grebs-Niendorf;1;1;511;236;46,2;2,0;98,0;21,9;8,8;12,8;10,5;4,9;10,1;29,5;x;0,9;x;x;0,1;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;0,4;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076067;Karenz;1;1;220;113;51,4;15;270;51;38;51;47;10;16;53;x;3;x;x;0;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076067;Karenz;1;1;220;113;51,4;5,3;94,7;18,9;14,1;18,9;17,4;3,7;5,9;19,6;x;1,1;x;x;0,0;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076093;Malk G�hren;1;1;396;209;52,8;15;602;81;89;145;69;28;51;135;x;0;x;x;0;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076093;Malk G�hren;1;1;396;209;52,8;2,4;97,6;13,5;14,8;24,1;11,5;4,7;8,5;22,4;x;0,0;x;x;0,0;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076094;Malli�;1;1;1090;469;43,0;48;1313;234;208;326;246;49;102;129;x;6;x;x;3;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;6;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076094;Malli�;1;1;1090;469;43,0;3,5;96,5;17,8;15,8;24,8;18,7;3,7;7,8;9,8;x;0,5;x;x;0,2;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076103;Neu Kali�;2;2;1763;864;49,0;78;2461;334;261;320;1209;80;101;132;x;4;x;x;6;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;12;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076103;Neu Kali�;2;2;1763;864;49,0;3,1;96,9;13,6;10,6;13,0;49,1;3,3;4,1;5,4;x;0,2;x;x;0,2;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076143;Vielank;2;2;1212;516;42,6;37;1463;414;207;333;120;58;155;138;x;10;x;x;6;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;10;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076143;Vielank;2;2;1212;516;42,6;2,5;97,5;28,3;14,1;22,8;8,2;4,0;10,6;9,4;x;0,7;x;x;0,4;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076754;Briefwahl D�mitz-Malli�;1;1;0;482;0,0;33;1413;369;272;230;224;126;51;122;x;0;x;x;3;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;7;
P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076754;Briefwahl D�mitz-Malli�;1;1;0;482;0,0;2,3;97,7;26,1;19,2;16,3;15,9;8,9;3,6;8,6;x;0,0;x;x;0,2;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076040;Gallin-Kuppentin;1;1;453;204;45,0;22;590;156;129;153;22;42;47;6;x;1;x;x;0;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076040;Gallin-Kuppentin;1;1;453;204;45,0;3,6;96,4;26,4;21,9;25,9;3,7;7,1;8,0;1,0;x;0,2;x;x;0,0;x;x;x;x;x;x;5,6;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076043;Gischow;1;1;219;108;49,3;15;309;113;40;73;32;10;28;10;x;0;x;x;0;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076043;Gischow;1;1;219;108;49,3;4,6;95,4;36,6;12,9;23,6;10,4;3,2;9,1;3,2;x;0,0;x;x;0,0;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076051;Granzin;1;1;436;212;48,6;3;559;90;236;133;17;16;30;19;x;5;x;x;1;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076051;Granzin;1;1;436;212;48,6;0,5;99,5;16,1;42,2;23,8;3,0;2,9;5,4;3,4;x;0,9;x;x;0,2;x;x;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076061;Herzberg;1;1;290;144;49,7;25;405;118;94;133;13;19;20;2;x;0;x;x;0;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076061;Herzberg;1;1;290;144;49,7;5,8;94,2;29,1;23,2;32,8;3,2;4,7;4,9;0,5;x;0,0;x;x;0,0;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076066;Karbow-Vietl�bbe;1;1;304;139;45,7;6;394;114;100;86;9;20;27;28;x;1;x;x;0;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076066;Karbow-Vietl�bbe;1;1;304;139;45,7;1,5;98,5;28,9;25,4;21,8;2,3;5,1;6,9;7,1;x;0,3;x;x;0,0;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076075;Kreien;1;1;374;194;51,9;5;566;185;91;158;25;39;36;17;x;0;x;x;0;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;2;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076075;Kreien;1;1;374;194;51,9;0,9;99,1;32,7;16,1;27,9;4,4;6,9;6,4;3,0;x;0,0;x;x;0,0;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;0,4;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076077;Kritzow;1;1;405;192;47,4;3;552;185;109;156;32;20;37;10;x;2;x;x;0;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076077;Kritzow;1;1;405;192;47,4;0,5;99,5;33,5;19,7;28,3;5,8;3,6;6,7;1,8;x;0,4;x;x;0,0;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076089;L�bz, Stadt;6;6;5416;2281;42,1;247;6453;2453;1488;1663;196;218;325;42;x;18;x;x;0;x;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;14;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076089;L�bz, Stadt;6;6;5416;2281;42,1;3,7;96,3;38,0;23,1;25,8;3,0;3,4;5,0;0,7;x;0,3;x;x;0,0;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076091;Lutheran;1;1;269;161;59,9;3;460;154;108;133;17;26;3;12;x;0;x;x;0;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076091;Lutheran;1;1;269;161;59,9;0,6;99,4;33,5;23,5;28,9;3,7;5,7;0,7;2,6;x;0,0;x;x;0,0;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;0,9;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076095;Marnitz;1;1;711;286;40,2;14;821;374;141;199;32;21;38;1;x;2;x;x;0;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076095;Marnitz;1;1;711;286;40,2;1,7;98,3;45,6;17,2;24,2;3,9;2,6;4,6;0,1;x;0,2;x;x;0,0;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;0,1;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076109;Passow;1;1;607;292;48,1;61;815;270;163;245;24;47;40;22;x;2;x;x;0;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076109;Passow;1;1;607;292;48,1;7,0;93,0;33,1;20,0;30,1;2,9;5,8;4,9;2,7;x;0,2;x;x;0,0;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;0,1;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076125;Siggelkow;3;3;805;403;50,1;43;1153;424;244;294;29;53;87;9;x;6;x;x;0;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;5;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076125;Siggelkow;3;3;805;403;50,1;3,6;96,4;36,8;21,2;25,5;2,5;4,6;7,5;0,8;x;0,5;x;x;0,0;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;0,4;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076132;Suckow;1;1;490;235;48,0;10;695;275;173;174;10;13;34;7;x;5;x;x;0;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076132;Suckow;1;1;490;235;48,0;1,4;98,6;39,6;24,9;25,0;1,4;1,9;4,9;1,0;x;0,7;x;x;0,0;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;0,6;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076137;Tessenow;1;1;542;275;50,7;2;803;282;158;227;17;38;41;5;x;19;x;x;6;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;6;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076137;Tessenow;1;1;542;275;50,7;0,2;99,8;35,1;19,7;28,3;2,1;4,7;5,1;0,6;x;2,4;x;x;0,7;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076144;Wahlstorf;1;1;129;73;56,6;0;208;82;21;51;6;15;11;13;x;0;x;x;0;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076144;Wahlstorf;1;1;129;73;56,6;0,0;100,0;39,4;10,1;24,5;2,9;7,2;5,3;6,3;x;0,0;x;x;0,0;x;x;x;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076151;Werder;1;1;313;155;49,5;15;438;198;72;107;8;27;10;7;x;1;x;x;0;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076151;Werder;1;1;313;155;49,5;3,3;96,7;45,2;16,4;24,4;1,8;6,2;2,3;1,6;x;0,2;x;x;0,0;x;x;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076755;Briefwahl Eldenburg L�bz;1;1;0;951;0,0;22;2757;999;711;574;114;153;72;56;x;18;x;x;0;x;x;x;x;x;x;55;x;x;x;x;x;x;x;x;x;x;5;
P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076755;Briefwahl Eldenburg L�bz;1;1;0;951;0,0;0,8;99,2;36,2;25,8;20,8;4,1;5,5;2,6;2,0;x;0,7;x;x;0,0;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076031;Diestelow;1;1;425;212;49,9;44;592;190;114;186;21;20;29;15;x;1;x;x;0;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076031;Diestelow;1;1;425;212;49,9;6,9;93,1;32,1;19,3;31,4;3,5;3,4;4,9;2,5;x;0,2;x;x;0,0;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076032;Dobbertin;1;1;1072;468;43,7;81;1323;383;245;388;42;87;60;101;x;9;x;x;1;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;6;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076032;Dobbertin;1;1;1072;468;43,7;5,8;94,2;28,9;18,5;29,3;3,2;6,6;4,5;7,6;x;0,7;x;x;0,1;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076048;Goldberg, Stadt;2;2;2853;1027;36,0;61;2959;888;688;761;154;110;236;36;x;18;x;x;1;x;x;x;x;x;x;57;x;x;x;x;x;x;x;x;x;x;10;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076048;Goldberg, Stadt;2;2;2853;1027;36,0;2,0;98,0;30,0;23,3;25,7;5,2;3,7;8,0;1,2;x;0,6;x;x;0,0;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076096;Mestlin;1;1;700;333;47,6;18;948;171;218;417;13;55;39;29;x;0;x;x;1;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;2;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076096;Mestlin;1;1;700;333;47,6;1,9;98,1;18,0;23,0;44,0;1,4;5,8;4,1;3,1;x;0,0;x;x;0,1;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076104;Neu Poserin;1;1;480;183;38,1;18;515;179;119;135;10;21;6;14;x;4;x;x;1;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076104;Neu Poserin;1;1;480;183;38,1;3,4;96,6;34,8;23,1;26,2;1,9;4,1;1,2;2,7;x;0,8;x;x;0,2;x;x;x;x;x;x;4,3;x;x;x;x;x;x;x;x;x;x;0,8;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076135;Techentin;2;2;632;299;47,3;23;854;276;179;169;26;38;40;108;x;7;x;x;0;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076135;Techentin;2;2;632;299;47,3;2,6;97,4;32,3;21,0;19,8;3,0;4,4;4,7;12,6;x;0,8;x;x;0,0;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076150;Wendisch Waren;1;1;306;173;56,5;21;493;156;128;111;11;33;23;22;x;2;x;x;0;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076150;Wendisch Waren;1;1;306;173;56,5;4,1;95,9;31,6;26,0;22,5;2,2;6,7;4,7;4,5;x;0,4;x;x;0,0;x;x;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076756;Briefwahl Goldberg-Mildenitz;1;1;0;440;0,0;48;1272;435;309;253;96;70;29;63;x;1;x;x;1;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;x;x;5;
P;76;Ludwigslust-Parchim;5656;Goldberg-Mildenitz;13076756;Briefwahl Goldberg-Mildenitz;1;1;0;440;0,0;3,6;96,4;34,2;24,3;19,9;7,5;5,5;2,3;5,0;x;0,1;x;x;0,1;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;0,4;
A;76;Ludwigslust-Parchim;5657;Grabow;13076003;Balow;1;1;299;165;55,2;15;472;154;54;148;16;45;17;27;x;1;x;x;1;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5657;Grabow;13076003;Balow;1;1;299;165;55,2;3,1;96,9;32,6;11,4;31,4;3,4;9,5;3,6;5,7;x;0,2;x;x;0,2;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;0,6;
A;76;Ludwigslust-Parchim;5657;Grabow;13076021;Brunow;1;1;304;157;51,6;15;453;155;47;133;20;44;3;42;x;1;x;x;1;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5657;Grabow;13076021;Brunow;1;1;304;157;51,6;3,2;96,8;34,2;10,4;29,4;4,4;9,7;0,7;9,3;x;0,2;x;x;0,2;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;0,7;
A;76;Ludwigslust-Parchim;5657;Grabow;13076027;Dambeck;1;1;271;150;55,4;15;424;89;23;72;4;21;28;172;x;6;x;x;3;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;2;
P;76;Ludwigslust-Parchim;5657;Grabow;13076027;Dambeck;1;1;271;150;55,4;3,4;96,6;21,0;5,4;17,0;0,9;5,0;6,6;40,6;x;1,4;x;x;0,7;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5657;Grabow;13076037;Eldena;2;2;1098;600;54,6;24;1703;404;184;501;174;59;118;213;x;9;x;x;16;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;17;
P;76;Ludwigslust-Parchim;5657;Grabow;13076037;Eldena;2;2;1098;600;54,6;1,4;98,6;23,7;10,8;29,4;10,2;3,5;6,9;12,5;x;0,5;x;x;0,9;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;1,0;
A;76;Ludwigslust-Parchim;5657;Grabow;13076049;Gorlosen;2;2;433;238;55,0;5;680;94;92;201;103;68;10;96;x;1;x;x;5;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5657;Grabow;13076049;Gorlosen;2;2;433;238;55,0;0,7;99,3;13,8;13,5;29,6;15,1;10,0;1,5;14,1;x;0,1;x;x;0,7;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;0,1;
A;76;Ludwigslust-Parchim;5657;Grabow;13076050;Grabow, Stadt;5;5;5101;2121;41,6;235;5941;994;1162;2432;485;202;392;90;x;29;x;x;53;x;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;66;
P;76;Ludwigslust-Parchim;5657;Grabow;13076050;Grabow, Stadt;5;5;5101;2121;41,6;3,8;96,2;16,7;19,6;40,9;8,2;3,4;6,6;1,5;x;0,5;x;x;0,9;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;1,1;
A;76;Ludwigslust-Parchim;5657;Grabow;13076069;Karst�dt;1;1;524;233;44,5;21;652;113;112;178;29;63;79;50;x;2;x;x;18;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;7;
P;76;Ludwigslust-Parchim;5657;Grabow;13076069;Karst�dt;1;1;524;233;44,5;3,1;96,9;17,3;17,2;27,3;4,4;9,7;12,1;7,7;x;0,3;x;x;2,8;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;1,1;
A;76;Ludwigslust-Parchim;5657;Grabow;13076076;Kremmin;1;1;220;125;56,8;9;358;77;62;140;25;12;0;26;x;1;x;x;3;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;12;
P;76;Ludwigslust-Parchim;5657;Grabow;13076076;Kremmin;1;1;220;125;56,8;2,5;97,5;21,5;17,3;39,1;7,0;3,4;0,0;7,3;x;0,3;x;x;0,8;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;3,4;
A;76;Ludwigslust-Parchim;5657;Grabow;13076097;Milow;1;1;351;186;53,0;15;534;126;66;67;95;46;28;94;x;1;x;x;1;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;6;
P;76;Ludwigslust-Parchim;5657;Grabow;13076097;Milow;1;1;351;186;53,0;2,7;97,3;23,6;12,4;12,5;17,8;8,6;5,2;17,6;x;0,2;x;x;0,2;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;1,1;
A;76;Ludwigslust-Parchim;5657;Grabow;13076098;M�llenbeck;1;1;180;77;42,8;3;224;59;49;71;5;3;19;9;x;0;x;x;0;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5657;Grabow;13076098;M�llenbeck;1;1;180;77;42,8;1,3;98,7;26,3;21,9;31,7;2,2;1,3;8,5;4,0;x;0,0;x;x;0,0;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;1,8;
A;76;Ludwigslust-Parchim;5657;Grabow;13076100;Muchow;1;1;277;147;53,1;12;421;156;65;131;6;27;11;6;x;3;x;x;3;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5657;Grabow;13076100;Muchow;1;1;277;147;53,1;2,8;97,2;37,1;15,4;31,1;1,4;6,4;2,6;1,4;x;0,7;x;x;0,7;x;x;x;x;x;x;2,9;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5657;Grabow;13076115;Prislich;2;2;634;298;47,0;42;839;173;149;273;63;57;83;22;x;3;x;x;8;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;2;
P;76;Ludwigslust-Parchim;5657;Grabow;13076115;Prislich;2;2;634;298;47,0;4,8;95,2;20,6;17,8;32,5;7,5;6,8;9,9;2,6;x;0,4;x;x;1,0;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5657;Grabow;13076127;Steesow;1;1;158;51;32,3;6;146;39;11;36;17;8;13;18;x;3;x;x;0;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5657;Grabow;13076127;Steesow;1;1;158;51;32,3;3,9;96,1;26,7;7,5;24,7;11,6;5,5;8,9;12,3;x;2,1;x;x;0,0;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5657;Grabow;13076161;Zierzow;1;1;362;181;50,0;12;514;129;76;240;18;5;27;13;x;0;x;x;2;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;4;
