Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;ABLR;APD;AUF;Bauernverband;B�NDNIS F�R R�GEN;BfL;BfS;BG;Freie  W�hler;Freie W�hler;Freie W�hler MSP;Freie W�hler NWM;Freie W�hler SWM;FWG Jarmen;KfV;LUL;Die PARTEI;PIRATEN;RENTNER;UWG;WG BV-LR;WGLR;Adomeit;Einzelbewerber;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075056;Kamminke;1;1;277;133;48,0;4,6;95,4;30,6;16,2;17,6;1,3;4,0;23,9;x;x;x;x;x;x;x;x;1,1;x;x;x;x;x;3,5;x;x;1,1;x;0,8;0,0;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075065;Korswandt;1;1;513;241;47,0;30;675;226;148;127;3;33;78;x;x;x;x;x;x;x;x;4;x;x;x;x;x;16;x;x;19;x;20;1;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075065;Korswandt;1;1;513;241;47,0;4,3;95,7;33,5;21,9;18,8;0,4;4,9;11,6;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;2,4;x;x;2,8;x;3,0;0,1;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075066;Koserow;1;1;1522;674;44,3;125;1897;561;320;582;40;89;137;x;x;x;x;x;x;x;x;8;x;x;x;x;x;138;x;x;16;x;6;0;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075066;Koserow;1;1;1522;674;44,3;6,2;93,8;29,6;16,9;30,7;2,1;4,7;7,2;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;7,3;x;x;0,8;x;0,3;0,0;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075080;Loddin;1;1;900;440;48,9;60;1244;443;207;238;48;60;125;x;x;x;x;x;x;x;x;3;x;x;x;x;x;101;x;x;7;x;12;0;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075080;Loddin;1;1;900;440;48,9;4,6;95,4;35,6;16,6;19,1;3,9;4,8;10,0;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;8,1;x;x;0,6;x;1,0;0,0;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075090;Mellenthin;2;2;415;224;54,0;37;635;256;65;198;12;21;59;x;x;x;x;x;x;x;x;0;x;x;x;x;x;9;x;x;3;x;9;3;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075090;Mellenthin;2;2;415;224;54,0;5,5;94,5;40,3;10,2;31,2;1,9;3,3;9,3;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;1,4;x;x;0,5;x;1,4;0,5;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075111;Pudagla;1;1;363;193;53,2;9;568;165;131;113;14;12;81;x;x;x;x;x;x;x;x;4;x;x;x;x;x;14;x;x;17;x;15;2;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075111;Pudagla;1;1;363;193;53,2;1,6;98,4;29,0;23,1;19,9;2,5;2,1;14,3;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;2,5;x;x;3,0;x;2,6;0,4;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075114;Rankwitz;1;1;564;261;46,3;22;749;287;83;171;5;26;128;x;x;x;x;x;x;x;x;4;x;x;x;x;x;16;x;x;7;x;16;6;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075114;Rankwitz;1;1;564;261;46,3;2,9;97,1;38,3;11,1;22,8;0,7;3,5;17,1;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;2,1;x;x;0,9;x;2,1;0,8;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075129;Stolpe auf Usedom;1;1;335;169;50,4;14;493;155;35;168;17;30;62;x;x;x;x;x;x;x;x;4;x;x;x;x;x;15;x;x;2;x;1;4;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075129;Stolpe auf Usedom;1;1;335;169;50,4;2,8;97,2;31,4;7,1;34,1;3,4;6,1;12,6;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;3,0;x;x;0,4;x;0,2;0,8;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075135;�ckeritz;1;1;921;479;52,0;42;1345;373;410;232;30;69;124;x;x;x;x;x;x;x;x;0;x;x;x;x;x;69;x;x;11;x;22;5;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075135;�ckeritz;1;1;921;479;52,0;3,0;97,0;27,7;30,5;17,2;2,2;5,1;9,2;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;5,1;x;x;0,8;x;1,6;0,4;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075137;Usedom, Stadt;1;1;1622;643;39,6;27;1851;606;256;408;17;66;420;x;x;x;x;x;x;x;x;5;x;x;x;x;x;41;x;x;14;x;13;5;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075137;Usedom, Stadt;1;1;1622;643;39,6;1,4;98,6;32,7;13,8;22,0;0,9;3,6;22,7;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;2,2;x;x;0,8;x;0,7;0,3;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075148;Zempin;1;1;867;385;44,4;101;1054;404;200;205;24;47;80;x;x;x;x;x;x;x;x;9;x;x;x;x;x;55;x;x;18;x;7;5;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075148;Zempin;1;1;867;385;44,4;8,7;91,3;38,3;19,0;19,4;2,3;4,5;7,6;x;x;x;x;x;x;x;x;0,9;x;x;x;x;x;5,2;x;x;1,7;x;0,7;0,5;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075152;Zirchow;1;1;532;208;39,1;13;574;226;59;131;5;19;99;x;x;x;x;x;x;x;x;1;x;x;x;x;x;20;x;x;2;x;10;2;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075152;Zirchow;1;1;532;208;39,1;2,2;97,8;39,4;10,3;22,8;0,9;3,3;17,2;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;3,5;x;x;0,3;x;1,7;0,3;x;x;x;
A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075762;Briefwahl Usedom-S�d;1;1;0;583;0,0;61;1688;489;331;330;53;114;105;x;x;x;x;x;x;x;x;1;x;x;x;x;x;212;x;x;16;x;26;11;x;x;x;
P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075762;Briefwahl Usedom-S�d;1;1;0;583;0,0;3,5;96,5;29,0;19,6;19,5;3,1;6,8;6,2;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;12,6;x;x;0,9;x;1,5;0,7;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075006;Bandelin;1;1;479;165;34,4;19;424;114;72;109;8;22;32;x;x;x;x;x;x;x;x;14;x;x;x;x;x;31;x;x;11;x;x;11;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075006;Bandelin;1;1;479;165;34,4;4,3;95,7;26,9;17,0;25,7;1,9;5,2;7,5;x;x;x;x;x;x;x;x;3,3;x;x;x;x;x;7,3;x;x;2,6;x;x;2,6;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075040;Gribow;1;1;151;87;57,6;3;248;92;48;40;3;11;33;x;x;x;x;x;x;x;x;1;x;x;x;x;x;7;x;x;10;x;x;3;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075040;Gribow;1;1;151;87;57,6;1,2;98,8;37,1;19,4;16,1;1,2;4,4;13,3;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;2,8;x;x;4,0;x;x;1,2;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075041;Gro� Kiesow;1;1;1159;489;42,2;126;1341;473;251;269;36;93;90;x;x;x;x;x;x;x;x;14;x;x;x;x;x;78;x;x;25;x;x;12;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075041;Gro� Kiesow;1;1;1159;489;42,2;8,6;91,4;35,3;18,7;20,1;2,7;6,9;6,7;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;5,8;x;x;1,9;x;x;0,9;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075043;Gro� Polzin;1;1;381;151;39,6;18;425;89;129;92;8;29;39;x;x;x;x;x;x;x;x;3;x;x;x;x;x;26;x;x;4;x;x;6;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075043;Gro� Polzin;1;1;381;151;39,6;4,1;95,9;20,9;30,4;21,6;1,9;6,8;9,2;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;6,1;x;x;0,9;x;x;1,4;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075044;G�tzkow, Stadt;2;2;2445;828;33,9;45;2342;965;443;449;75;101;145;x;x;x;x;x;x;x;x;29;x;x;x;x;x;73;x;x;44;x;x;18;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075044;G�tzkow, Stadt;2;2;2445;828;33,9;1,9;98,1;41,2;18,9;19,2;3,2;4,3;6,2;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;3,1;x;x;1,9;x;x;0,8;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075057;Karlsburg;1;1;1135;453;39,9;85;1274;354;325;280;26;49;119;x;x;x;x;x;x;x;x;19;x;x;x;x;x;79;x;x;21;x;x;2;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075057;Karlsburg;1;1;1135;453;39,9;6,3;93,7;27,8;25,5;22,0;2,0;3,8;9,3;x;x;x;x;x;x;x;x;1,5;x;x;x;x;x;6,2;x;x;1,6;x;x;0,2;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075061;Klein B�nzow;1;1;658;282;42,9;24;801;161;156;148;49;30;166;x;x;x;x;x;x;x;x;1;x;x;x;x;x;85;x;x;2;x;x;3;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075061;Klein B�nzow;1;1;658;282;42,9;2,9;97,1;20,1;19,5;18,5;6,1;3,7;20,7;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;10,6;x;x;0,2;x;x;0,4;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075064;K�lzin;1;1;264;93;35,2;9;262;68;34;89;7;16;21;x;x;x;x;x;x;x;x;5;x;x;x;x;x;16;x;x;4;x;x;2;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075064;K�lzin;1;1;264;93;35,2;3,3;96,7;26,0;13,0;34,0;2,7;6,1;8,0;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;6,1;x;x;1,5;x;x;0,8;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075086;L�hmannsdorf;1;1;580;249;42,9;9;715;216;137;139;23;38;72;x;x;x;x;x;x;x;x;14;x;x;x;x;x;48;x;x;24;x;x;4;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075086;L�hmannsdorf;1;1;580;249;42,9;1,2;98,8;30,2;19,2;19,4;3,2;5,3;10,1;x;x;x;x;x;x;x;x;2,0;x;x;x;x;x;6,7;x;x;3,4;x;x;0,6;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075094;Murchin;1;1;731;366;50,1;60;1038;229;223;216;54;53;127;x;x;x;x;x;x;x;x;4;x;x;x;x;x;114;x;x;2;x;x;16;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075094;Murchin;1;1;731;366;50,1;5,5;94,5;22,1;21,5;20,8;5,2;5,1;12,2;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;11,0;x;x;0,2;x;x;1,5;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075121;Rubkow;1;1;600;261;43,5;44;739;162;87;89;32;40;136;x;x;x;x;x;x;x;x;5;x;x;x;x;x;166;x;x;15;x;x;7;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075121;Rubkow;1;1;600;261;43,5;5,6;94,4;21,9;11,8;12,0;4,3;5,4;18,4;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;22,5;x;x;2,0;x;x;0,9;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075125;Schmatzin;1;1;271;119;43,9;39;318;88;65;58;8;26;24;x;x;x;x;x;x;x;x;4;x;x;x;x;x;35;x;x;3;x;x;7;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075125;Schmatzin;1;1;271;119;43,9;10,9;89,1;27,7;20,4;18,2;2,5;8,2;7,5;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;11,0;x;x;0,9;x;x;2,2;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075145;Wrangelsburg;1;1;182;80;44,0;7;233;75;62;35;8;12;16;x;x;x;x;x;x;x;x;10;x;x;x;x;x;9;x;x;6;x;x;0;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075145;Wrangelsburg;1;1;182;80;44,0;2,9;97,1;32,2;26,6;15,0;3,4;5,2;6,9;x;x;x;x;x;x;x;x;4,3;x;x;x;x;x;3,9;x;x;2,6;x;x;0,0;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075150;Ziethen;1;1;441;187;42,4;10;524;121;87;64;40;30;111;x;x;x;x;x;x;x;x;3;x;x;x;x;x;56;x;x;8;x;x;4;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075150;Ziethen;1;1;441;187;42,4;1,9;98,1;23,1;16,6;12,2;7,6;5,7;21,2;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;10,7;x;x;1,5;x;x;0,8;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075154;Z�ssow;2;2;1235;495;40,1;37;1407;511;247;266;29;49;107;x;x;x;x;x;x;x;x;108;x;x;x;x;x;67;x;x;13;x;x;10;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075154;Z�ssow;2;2;1235;495;40,1;2,6;97,4;36,3;17,6;18,9;2,1;3,5;7,6;x;x;x;x;x;x;x;x;7,7;x;x;x;x;x;4,8;x;x;0,9;x;x;0,7;x;x;x;
A;75;Vorpommern-Greifswald;5563;Z�ssow;13075763;Briefwahl Z�ssow;1;1;0;547;0,0;9;1584;517;265;237;59;133;62;x;x;x;x;x;x;x;x;49;x;x;x;x;x;222;x;x;15;x;x;25;x;x;x;
P;75;Vorpommern-Greifswald;5563;Z�ssow;13075763;Briefwahl Z�ssow;1;1;0;547;0,0;0,6;99,4;32,6;16,7;15,0;3,7;8,4;3,9;x;x;x;x;x;x;x;x;3,1;x;x;x;x;x;14,0;x;x;0,9;x;x;1,6;x;x;x;
A;76;Ludwigslust-Parchim;611;Boizenburg/Elbe, Stadt;13076014;Boizenburg/Elbe, Stadt;13;13;9168;4479;48,9;378;12629;3255;2594;4371;180;396;783;134;x;94;x;x;28;x;x;x;x;x;x;757;x;x;x;x;x;x;x;x;x;x;37;
P;76;Ludwigslust-Parchim;611;Boizenburg/Elbe, Stadt;13076014;Boizenburg/Elbe, Stadt;13;13;9168;4479;48,9;2,9;97,1;25,8;20,5;34,6;1,4;3,1;6,2;1,1;x;0,7;x;x;0,2;x;x;x;x;x;x;6,0;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;612;Hagenow, Stadt;13076060;Hagenow, Stadt;13;13;9904;5029;50,8;473;14069;3088;3148;5544;552;526;781;201;x;80;x;x;41;x;x;x;x;x;x;59;x;x;x;x;x;x;x;x;x;x;49;
P;76;Ludwigslust-Parchim;612;Hagenow, Stadt;13076060;Hagenow, Stadt;13;13;9904;5029;50,8;3,3;96,7;21,9;22,4;39,4;3,9;3,7;5,6;1,4;x;0,6;x;x;0,3;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;613;L�btheen, Stadt;13076088;L�btheen, Stadt;8;8;4008;2262;56,4;160;6469;825;637;2990;466;225;936;262;x;54;x;x;20;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;21;
P;76;Ludwigslust-Parchim;613;L�btheen, Stadt;13076088;L�btheen, Stadt;8;8;4008;2262;56,4;2,4;97,6;12,8;9,8;46,2;7,2;3,5;14,5;4,1;x;0,8;x;x;0,3;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;614;Ludwigslust, Stadt;13076090;Ludwigslust, Stadt;17;17;10367;5688;54,9;498;16174;4019;3487;4151;863;1276;779;291;x;103;x;x;901;x;x;x;x;x;x;42;x;x;x;x;x;x;x;x;x;x;262;
P;76;Ludwigslust-Parchim;614;Ludwigslust, Stadt;13076090;Ludwigslust, Stadt;17;17;10367;5688;54,9;3,0;97,0;24,8;21,6;25,7;5,3;7,9;4,8;1,8;x;0,6;x;x;5,6;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;1,6;
A;76;Ludwigslust-Parchim;615;Parchim, Stadt;13076108;Parchim, Stadt;15;15;15361;7989;52,0;715;22442;6431;3796;8135;1217;1179;1151;97;x;153;x;x;16;x;x;x;x;x;x;159;x;x;x;x;x;x;x;x;x;x;108;
P;76;Ludwigslust-Parchim;615;Parchim, Stadt;13076108;Parchim, Stadt;15;15;15361;7989;52,0;3,1;96,9;28,7;16,9;36,2;5,4;5,3;5,1;0,4;x;0,7;x;x;0,1;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5651;Banzkow;13076005;Banzkow;4;4;2406;1184;49,2;50;3380;869;689;1282;104;183;130;57;x;8;x;x;5;x;x;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;18;
P;76;Ludwigslust-Parchim;5651;Banzkow;13076005;Banzkow;4;4;2406;1184;49,2;1,5;98,5;25,7;20,4;37,9;3,1;5,4;3,8;1,7;x;0,2;x;x;0,1;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5651;Banzkow;13076113;Plate;4;4;2955;1528;51,7;68;4378;1485;612;1354;191;346;184;16;x;24;x;x;5;x;x;x;x;x;x;138;x;x;x;x;x;x;x;x;x;x;23;
P;76;Ludwigslust-Parchim;5651;Banzkow;13076113;Plate;4;4;2955;1528;51,7;1,5;98,5;33,9;14,0;30,9;4,4;7,9;4,2;0,4;x;0,5;x;x;0,1;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5651;Banzkow;13076133;Sukow;2;2;1250;625;50,0;90;1772;424;144;866;71;84;112;17;x;13;x;x;4;x;x;x;x;x;x;31;x;x;x;x;x;x;x;x;x;x;6;
P;76;Ludwigslust-Parchim;5651;Banzkow;13076133;Sukow;2;2;1250;625;50,0;4,8;95,2;23,9;8,1;48,9;4,0;4,7;6,3;1,0;x;0,7;x;x;0,2;x;x;x;x;x;x;1,7;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5651;Banzkow;13076751;Briefwahl Banzkow;1;1;0;1746;0,0;11;1735;463;274;632;76;129;29;40;x;5;x;x;3;x;x;x;x;x;x;76;x;x;x;x;x;x;x;x;x;x;8;
P;76;Ludwigslust-Parchim;5651;Banzkow;13076751;Briefwahl Banzkow;1;1;0;1746;0,0;0,6;99,4;26,7;15,8;36,4;4,4;7,4;1,7;2,3;x;0,3;x;x;0,2;x;x;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;0,5;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;464;255;55,0;30;724;229;86;217;11;46;38;67;x;6;x;x;1;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;464;255;55,0;4,0;96,0;31,6;11,9;30,0;1,5;6,4;5,2;9,3;x;0,8;x;x;0,1;x;x;x;x;x;x;3,0;x;x;x;x;x;x;x;x;x;x;0,1;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076010;Besitz;1;1;403;216;53,6;6;626;141;55;302;10;35;34;24;x;8;x;x;0;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;2;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076010;Besitz;1;1;403;216;53,6;0,9;99,1;22,5;8,8;48,2;1,6;5,6;5,4;3,8;x;1,3;x;x;0,0;x;x;x;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;630;270;42,9;11;745;188;100;276;9;38;76;38;x;4;x;x;3;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;630;270;42,9;1,5;98,5;25,2;13,4;37,0;1,2;5,1;10,2;5,1;x;0,5;x;x;0,4;x;x;x;x;x;x;1,7;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076030;Dersenow;1;1;376;184;48,9;12;529;159;68;192;8;18;27;41;x;0;x;x;2;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076030;Dersenow;1;1;376;184;48,9;2,2;97,8;30,1;12,9;36,3;1,5;3,4;5,1;7,8;x;0,0;x;x;0,4;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;0,6;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076054;Gresse;1;1;577;254;44,0;18;742;204;134;229;10;48;60;18;x;4;x;x;0;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;2;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076054;Gresse;1;1;577;254;44,0;2,4;97,6;27,5;18,1;30,9;1,3;6,5;8,1;2,4;x;0,5;x;x;0,0;x;x;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076055;Greven;1;1;617;276;44,7;12;794;260;123;216;19;40;42;70;x;2;x;x;1;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076055;Greven;1;1;617;276;44,7;1,5;98,5;32,7;15,5;27,2;2,4;5,0;5,3;8,8;x;0,3;x;x;0,1;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076102;Neu G�lze;1;1;653;362;55,4;18;938;258;160;281;14;38;32;73;x;8;x;x;2;x;x;x;x;x;x;69;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076102;Neu G�lze;1;1;653;362;55,4;1,9;98,1;27,5;17,1;30,0;1,5;4,1;3,4;7,8;x;0,9;x;x;0,2;x;x;x;x;x;x;7,4;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076106;Nostorf;1;1;333;181;54,4;0;542;114;158;152;14;44;14;13;x;5;x;x;4;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076106;Nostorf;1;1;333;181;54,4;0,0;100,0;21,0;29,2;28,0;2,6;8,1;2,6;2,4;x;0,9;x;x;0,7;x;x;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;0,6;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076122;Schwanheide;1;1;603;323;53,6;10;935;195;210;301;13;66;65;28;x;12;x;x;5;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;3;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076122;Schwanheide;1;1;603;323;53,6;1,1;98,9;20,9;22,5;32,2;1,4;7,1;7,0;3,0;x;1,3;x;x;0,5;x;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;0,3;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076136;Teldau;1;1;767;330;43,0;18;951;173;80;495;20;49;71;38;x;6;x;x;2;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076136;Teldau;1;1;767;330;43,0;1,9;98,1;18,2;8,4;52,1;2,1;5,2;7,5;4,0;x;0,6;x;x;0,2;x;x;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;335;187;55,8;15;539;141;62;193;3;28;24;79;x;0;x;x;2;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;1;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;335;187;55,8;2,7;97,3;26,2;11,5;35,8;0,6;5,2;4,5;14,7;x;0,0;x;x;0,4;x;x;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;0,2;
A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076752;Briefwahl Boizenburg-Land;1;1;0;259;0,0;12;764;241;128;184;6;56;79;52;x;4;x;x;3;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076752;Briefwahl Boizenburg-Land;1;1;0;259;0,0;1,5;98,5;31,5;16,8;24,1;0,8;7,3;10,3;6,8;x;0,5;x;x;0,4;x;x;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076007;Barnin;1;1;387;197;50,9;6;580;174;103;189;46;48;13;5;x;1;x;x;0;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;0;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076007;Barnin;1;1;387;197;50,9;1,0;99,0;30,0;17,8;32,6;7,9;8,3;2,2;0,9;x;0,2;x;x;0,0;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;0,0;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076023;B�low;1;1;312;141;45,2;18;394;84;99;108;24;38;20;7;x;1;x;x;0;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;4;
P;76;Ludwigslust-Parchim;5653;Crivitz;13076023;B�low;1;1;312;141;45,2;4,4;95,6;21,3;25,1;27,4;6,1;9,6;5,1;1,8;x;0,3;x;x;0,0;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;1,0;
A;76;Ludwigslust-Parchim;5653;Crivitz;13076025;Crivitz, Stadt;5;5;4371;1948;44,6;189;5549;1564;897;1925;430;331;267;54;x;18;x;x;3;x;x;x;x;x;x;30;x;x;x;x;x;x;x;x;x;x;30;
