KreisNr,GemeindeNr,Gemeindename,Anzahl Stimmbezirke,Zu vergebene Sitze,Mehrheitswahl,Wahlberechtiget,Wähler,Wahlbeteiligung,Ungültige Stimmabgaben,Gültige Stimmabgaben,Gültige Stimmen,CDU,DIE LINKE,SPD,FDP,GRÜNE,Sonstige
65,65004,Badra,8,,534,396,74.2,28,368,1057,-,-,-,67.7,-,32.3
65,65005,Bellstedt,6,x,189,115,60.8,3,112,437,94.5,-,-,-,-,5.5
65,65006,Bendeleben,8,,672,442,65.8,29,413,1197,67.8,-,32.2,-,-,-
65,65008,Borxleben,6,x,306,174,56.9,4,170,732,-,-,-,-,-,100
65,65011,Bretleben,8,,556,311,55.9,33,278,824,-,-,-,-,-,100
65,65012,"Clingen, Stadt",12,,959,500,52.1,21,479,1411,75.8,24.2,-,-,-,-
65,65013,Donndorf,8,,721,465,64.5,15,450,1326,-,-,-,21.3,-,78.7
65,65014,"Ebeleben, Stadt",16,,2578,1505,58.4,49,1456,4329,21.1,10,29,-,-,40
65,65015,Esperstedt,8,,532,302,56.8,33,269,794,-,-,-,-,-,100
65,65016,Etzleben,6,x,295,221,74.9,10,211,983,-,-,-,-,-,100
65,65018,Freienbessingen,8,,274,157,57.3,10,147,435,-,-,-,-,-,100
65,65019,Gehofen,8,,681,482,70.8,34,448,1318,54.8,-,-,-,-,45.2
65,65021,G�llingen,8,,699,483,69.1,27,456,1354,14,26.5,-,-,-,59.5
65,65022,Gorsleben,8,,537,399,74.3,24,375,1112,-,39,-,-,-,61
65,65023,"Greu�en, Stadt",16,,3317,1535,46.3,59,1476,4387,33.1,16.1,38.6,-,-,12.2
65,65027,G�nserode,6,,171,149,87.1,14,135,401,37.2,-,-,-,-,62.8
65,65029,Hachelbich,8,x,546,280,51.3,12,268,1738,-,-,-,-,-,100
65,65031,Hauteroda,8,,509,312,61.3,19,293,877,33,-,-,-,-,67
65,65032,Helbed�ndorf,14,,2358,1429,60.6,90,1339,3961,35.5,9.7,26.7,-,-,28.1
65,65033,"Heldrungen, Stadt",14,,1965,904,46,43,861,2553,56.8,16.4,26.8,-,-,-
65,65034,Hemleben,6,,229,165,72.1,24,141,413,-,-,-,-,-,100
65,65035,Heygendorf,8,,577,345,59.8,46,299,868,-,-,30,-,-,70
65,65038,Holzsu�ra,6,,265,209,78.9,20,189,564,-,-,-,-,-,100
65,65039,Ichstedt,8,,630,302,47.9,18,284,840,47.1,25,13.2,-,-,14.6
65,65042,Kalbsrieth,8,,665,454,68.3,37,417,1235,-,-,17.6,-,-,82.4
65,65046,M�nchpfiffel-Nikolausrieth,6,,335,219,65.4,9,210,627,-,-,-,-,-,100
65,65047,Nausitz,6,x,155,109,70.3,4,105,527,-,-,-,-,-,100
65,65048,Niederb�sa,6,,126,114,90.5,23,91,270,54.4,-,-,-,-,45.6
65,65051,Oberb�sa,6,,366,268,73.2,15,253,743,34.7,8.3,-,-,-,56.9
65,65052,Oberheldrungen,12,,812,518,63.8,46,472,1410,47.8,-,-,-,-,52.2
65,65054,Oldisleben,14,,2132,1207,56.6,52,1155,3413,29.6,9.8,47.9,-,-,12.8
65,65056,Reinsdorf,8,,780,571,73.2,35,536,1603,-,11.3,9.4,9.7,-,69.7
65,65057,Ringleben,12,,899,652,72.5,36,616,1794,33.8,19,10.5,-,-,36.8
65,65058,Rockstedt,6,x,229,123,53.7,2,121,667,-,-,-,-,-,100
65,65061,"Ro�leben, Stadt",20,,5253,2347,44.7,144,2203,6520,24,14.1,15.4,11.6,-,34.8
65,65062,Rottleben,8,,622,274,44.1,25,249,717,-,-,-,-,-,100
65,65066,Seega,6,,403,325,80.6,50,275,791,-,-,-,-,-,100
65,65067,"Sondershausen, Stadt",30,,18590,8562,46.1,289,8273,24487,36.3,26.2,13.5,-,2.6,21.5
65,65068,Steinthaleben,8,,443,318,71.8,14,304,890,14.7,-,17.3,-,-,68
65,65072,Th�ringenhausen,6,x,100,78,78,-,78,343,-,-,-,-,-,100
65,65074,Topfstedt,8,x,545,292,53.6,6,286,1828,-,-,-,-,-,100
65,65075,Trebra,6,,290,233,80.3,22,211,541,-,-,-,-,-,100
65,65076,Voigtstedt,12,,880,610,69.3,75,535,1559,29.9,28.9,-,4.9,-,36.4
65,65077,Wasserthaleben,6,,415,259,62.4,37,222,642,21.2,-,30.5,-,-,48.3
65,65079,Westgreu�en,6,,378,259,68.5,18,241,705,-,-,-,-,-,100
65,65081,"Wiehe, Stadt",14,,1874,959,51.2,28,931,2756,63.9,-,-,-,-,36.1
65,65082,Wolferschwenda,6,x,119,95,79.8,1,94,513,-,-,-,-,-,100
65,65083,Schernberg,16,,2820,1593,56.5,77,1516,4466,21.7,12.8,29.8,-,-,35.6
65,65084,"Gro�enehrich, Stadt",16,,2418,1360,56.2,70,1290,3798,33.3,7.9,-,-,-,58.8
66,66001,Altersbach,8,x,485,320,66,10,310,1648,-,-,-,-,-,100
