Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB029,CO,1999,0.31,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.08632193494578817
DEBB029,CO,2000,0.325,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.13527180783817952
DEBB029,CO,2001,0.277,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.13509192645883297
DEBB029,CO,2002,0.346,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.20944206008583693
DEBB029,CO,2003,0.415,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.2742504409171076
DEBB029,CO,2004,0.382,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.27552031714568886
DEBB029,CO,2005,0.334,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.2612107623318386
DEBB029,CO,2006,0.355,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.30943396226415093
DEBB029,CO,2007,0.259,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.1892857142857143
DEBB029,CO,2008,0.28,mg/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder,0.2258726899383984
DEBB024,CO,1999,0.445,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.1426188490408674
DEBB024,CO,2000,0.402,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.18394437420986096
DEBB024,CO,2001,0.406,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.23820943245403683
DEBB024,CO,2002,0.466,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.3124463519313306
DEBB024,CO,2003,0.448,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.3033509700176367
DEBB024,CO,2004,0.357,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.2507433102081269
DEBB024,CO,2005,0.409,mg/m3,Background,urban,BB,Oberspreewald-Lausitz,Senftenberg,0.34529147982062774
DEBB026,CO,1999,0.379,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.1150959132610509
DEBB026,CO,2000,0.39,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.1763590391908976
DEBB026,CO,2001,0.377,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.2150279776179057
DEBB026,CO,2002,0.437,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.28755364806866957
DEBB026,CO,2003,0.502,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.35097001763668434
DEBB026,CO,2004,0.408,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.30128840436075327
DEBB026,CO,2005,0.386,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.31950672645739914
DEBB026,CO,2006,0.408,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.3761006289308176
DEBB026,CO,2007,0.364,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.31428571428571433
DEBB026,CO,2008,0.309,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.25564681724845995
DEBB026,CO,2009,0.541,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.5555555555555556
DEBB085,CO,2010,0.28,mg/m3,Industrial,suburban,BB,Spree-Neiße,Spremberg,0.34306569343065696
