Wahlkreis,Gemeindenummer,Gemeindename,A1,A2,A3,A,B,B1,D,Stimmen gesamt,CDU,SPD,PDS,FDP,C5,C6,C7,C8,GRÜNE,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49
55,13055055,Priepert,249,12,0,261,158,11,38,436,119,171,102,10,x,3,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055057,Rödlin-Thurow,408,13,0,421,248,9,76,668,265,144,200,9,x,13,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055058,Roggentin,653,18,0,671,433,18,36,1263,456,349,376,27,x,17,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055059,Sadelkow,227,9,0,236,178,8,12,522,278,101,110,10,x,4,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055060,Salow,561,16,0,577,376,14,89,1039,629,141,229,9,x,15,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055061,Schönbeck,448,31,0,479,331,0,98,895,331,299,182,32,x,37,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055062,Schönhausen,274,8,0,282,212,7,66,570,88,259,119,67,x,22,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055063,Schwanbeck,308,3,0,311,213,3,30,609,350,82,125,14,x,21,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055064,Schwichtenberg,382,16,0,398,267,15,65,736,263,335,125,2,x,5,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055065,Sponholz,348,10,0,358,260,10,85,695,353,115,172,14,x,23,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055066,Staven,447,11,0,458,297,7,69,822,445,112,206,23,x,8,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055067,Strasen,163,12,0,175,115,12,17,328,130,66,59,54,x,5,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055068,Teschendorf,382,13,0,395,287,13,67,794,332,182,221,16,x,13,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055069,Trollenhagen,819,52,0,871,615,49,103,1742,959,182,447,92,x,18,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055070,Userin,575,26,0,601,439,26,64,1253,422,237,501,27,x,16,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055071,Voigtsdorf,127,2,0,129,106,1,48,270,82,145,38,3,x,0,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055072,Warlin,296,6,0,302,180,6,25,515,217,86,181,15,x,5,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055073,Watzkendorf,186,11,0,197,154,11,51,411,181,72,130,6,x,3,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055074,"Wesenberg, Stadt",2492,131,0,2623,1495,123,253,4232,1286,989,679,747,x,33,x,x,201,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,294,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055075,Wittenborn,230,8,0,238,199,8,39,558,209,245,84,2,x,11,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055076,Woggersin,380,32,0,412,346,29,23,1015,405,125,150,298,x,10,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055077,Wokuhl,323,10,0,333,254,9,40,722,214,168,136,146,x,20,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055078,"Woldegk, Stadt",3322,218,0,3540,2003,215,319,5690,2816,1523,733,214,x,67,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,1,x,x,x,x,x,x,x,x,x,x,x,x,245,40,x,x,x,x,x,x
55,13055079,Wulkenzin,1046,64,0,1110,808,62,120,2304,967,440,585,172,x,19,x,x,86,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,27,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055080,Wustrow,556,14,0,570,340,13,95,925,510,189,136,37,x,31,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055081,Zirzow,265,19,0,284,233,0,46,653,385,88,94,52,x,15,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055082,Feldberger Seenlandschaft,4144,165,0,4309,2510,3,346,7184,3319,1942,1041,330,x,110,x,x,87,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,205,12,x,x,x,x,x,x,x,x,x,x,x,x,9,129,x,x,x,x,x,x
55,13055083,Groß Miltzow,1124,21,0,1145,712,21,152,1984,728,721,318,81,x,91,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
55,13055084,Helpt,373,4,0,377,261,4,77,706,304,239,83,37,x,27,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056001,Adamshoffnung,155,5,0,160,140,5,19,401,138,119,44,46,x,x,x,x,48,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056002,Alt Rehse,262,12,0,274,218,11,60,594,264,128,103,42,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056003,Alt Schönau,176,8,0,184,130,8,35,355,138,111,32,2,x,x,x,x,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056004,Alt Schwerin,405,28,0,433,304,25,113,799,177,199,218,127,x,x,x,x,59,x,x,x,x,x,x,x,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056005,Altenhof,345,12,0,357,212,12,74,562,276,101,112,5,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056006,Ankershagen,611,29,0,640,412,28,85,1151,444,349,173,50,x,x,x,x,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056007,Bollewick,355,10,0,365,218,10,25,629,228,145,77,3,x,x,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,144,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056008,Buchholz,142,5,0,147,121,4,43,320,135,88,50,4,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056009,Bütow,429,18,0,447,200,17,26,574,190,102,132,4,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,130,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056010,Fincken,368,7,0,375,220,0,26,634,385,90,72,5,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056011,Göhren-Lebbin,445,16,0,461,377,15,67,1064,614,193,77,108,x,x,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,38,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056012,Gotthun,245,8,0,253,174,8,19,503,253,128,69,1,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056013,Grabow-Below,121,0,0,121,86,0,19,239,114,72,18,0,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056014,Grabowhöfe,886,21,0,907,537,20,84,1527,516,446,361,26,x,x,x,x,49,x,x,x,x,x,x,x,x,x,x,x,x,x,x,129,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056015,Groß Dratow,314,6,0,320,163,3,34,455,210,122,81,7,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056016,Groß Flotow,135,2,0,137,86,0,46,212,96,57,27,6,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056017,Groß Gievitz,415,10,0,425,281,10,90,753,386,233,44,4,x,x,x,x,51,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056018,Groß Kelle,106,1,0,107,84,1,16,236,85,90,41,5,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056019,Groß Plasten,653,20,0,673,425,20,66,1209,440,409,160,25,x,x,x,x,50,x,x,x,x,x,x,x,x,x,x,x,x,x,x,125,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056020,Groß Vielen,259,10,0,269,178,10,65,469,98,200,58,38,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,46,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056021,Grüssow,106,2,0,108,97,2,14,277,117,72,23,11,x,x,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056022,Hinrichshagen,137,2,0,139,121,2,23,340,111,93,98,2,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056023,Hohen Wangelin,701,23,0,724,428,19,36,1248,561,347,239,17,x,x,x,x,43,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056024,Jabel,422,10,0,432,322,8,71,895,355,342,106,37,x,x,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056025,Jaebetz,150,2,0,152,116,2,39,309,114,92,40,1,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056026,Kambs,216,4,0,220,175,4,31,494,168,166,57,8,x,x,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,69,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056027,Kargow,574,29,0,603,430,26,57,1233,500,358,161,55,x,x,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,119,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056028,Kieve,141,3,0,144,119,3,58,299,123,78,34,10,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056029,Klein Lukow,197,1,0,198,124,1,54,318,161,77,26,22,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056030,Klink,866,37,0,903,570,35,145,1565,582,454,159,29,x,x,x,x,47,x,x,x,x,x,x,x,x,x,x,x,x,x,x,294,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056031,Klocksin,324,22,0,346,247,21,51,690,329,207,102,7,x,x,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056032,Kogel,316,6,0,322,185,6,36,519,179,115,39,36,x,x,x,x,49,x,x,x,x,x,x,x,x,x,x,x,x,x,x,101,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056033,Krukow,124,3,0,127,114,3,33,309,98,105,43,19,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,30,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056034,Lansen,201,5,0,206,142,4,29,397,236,98,32,1,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056035,Lapitz,118,4,0,122,102,3,27,279,118,100,7,13,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056036,Lärz,504,16,0,520,349,15,105,942,499,158,175,55,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056037,Leizen,217,5,0,222,172,4,46,470,178,133,55,1,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,87,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056038,Lexow,132,2,0,134,105,2,11,304,155,48,57,21,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056039,Ludorf,378,19,0,397,286,15,49,809,325,186,116,69,x,x,x,x,28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,85,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056040,Lupendorf,177,15,0,192,150,13,48,402,94,197,59,3,x,x,x,x,25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,24,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056041,"Malchow, Stadt",6015,313,0,6328,3331,264,387,9606,2131,1895,1037,539,x,x,x,x,3921,x,x,x,x,x,x,x,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056042,Mallin,308,5,0,313,173,5,55,464,243,78,79,12,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,37,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056043,Marihn,211,5,0,216,174,3,23,499,195,201,23,29,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,48,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056044,Massow,209,7,0,216,147,3,61,380,172,89,57,9,x,x,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,49,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056045,Melz,306,11,0,317,188,11,22,542,181,130,128,12,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,73,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056046,Minzow,220,2,0,222,140,2,41,379,199,96,45,7,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056047,Möllenhagen,1681,54,0,1735,855,47,138,2427,877,900,249,115,x,x,x,x,77,x,x,x,x,x,x,x,x,x,x,x,x,x,x,209,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056048,Mollenstorf,205,6,0,211,163,6,63,426,217,120,26,23,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056049,Moltzow,353,9,0,362,230,7,29,661,129,318,185,3,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056050,Neu Gaarz,105,2,0,107,66,2,34,164,54,56,41,6,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056051,Nossentiner Hütte,549,17,0,566,374,13,65,1057,324,190,116,359,x,x,x,x,55,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056052,Penkow,226,0,0,226,172,0,48,468,285,79,32,14,x,x,x,x,44,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056053,"Penzlin, Stadt",2090,124,0,2214,1196,120,239,3349,1390,684,423,536,x,x,x,x,68,x,x,x,x,x,x,x,x,x,x,x,x,x,x,248,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056054,Priborn,404,13,0,417,265,13,43,752,238,183,259,15,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,50,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056055,Puchow,127,1,0,128,108,1,28,296,132,60,35,17,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,51,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056056,Rechlin,1851,123,0,1974,1154,110,130,3332,1594,534,958,156,x,x,x,x,59,x,x,x,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056057,"Röbel/Müritz, Stadt",4513,323,0,4836,2360,291,260,6820,2324,1666,2027,146,x,x,x,x,316,x,x,x,x,x,x,x,x,x,x,x,x,x,x,341,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056058,Rogeez,282,4,0,286,209,4,44,583,198,181,63,23,x,x,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,97,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056059,Satow,170,4,0,174,128,4,42,342,110,35,55,8,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,131,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056060,Schloen,334,15,0,349,235,15,27,678,307,161,130,12,x,x,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056061,Schwarz,359,14,0,373,246,12,113,625,319,145,96,23,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056062,Schwinkendorf,317,14,0,331,249,13,88,659,277,171,137,4,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,58,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056063,Sietow,466,20,0,486,347,19,19,1022,483,239,162,19,x,x,x,x,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,67,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056064,Silz,289,16,0,305,220,0,44,616,331,149,55,47,x,x,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056065,Stuer,276,5,0,281,207,4,49,572,259,161,73,11,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,59,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056066,Torgelow am See,359,11,0,370,223,11,44,625,327,134,118,8,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056067,Varchentin,296,7,0,303,192,7,60,516,173,109,72,6,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,133,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056068,Vielist,391,16,0,407,250,16,43,707,320,240,66,8,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,46,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056069,Vipperow,363,13,0,376,287,10,33,828,340,223,92,9,x,x,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,142,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056070,Vollrathsruhe,439,15,0,454,228,14,35,649,207,299,121,9,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056071,Walow,332,10,0,342,297,10,16,875,521,173,90,22,x,x,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056072,"Waren (Müritz), Stadt",17265,964,0,18229,8697,833,939,25152,10390,8273,4732,468,x,x,x,x,887,x,x,x,x,x,x,x,x,x,x,x,x,x,x,402,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056073,Wredenhagen,439,23,0,462,384,18,84,1068,527,284,167,21,x,x,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,47,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056074,Zepkow,197,4,0,201,165,4,37,458,254,93,63,9,x,x,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
56,13056075,Zislow,102,16,0,118,106,0,6,312,63,61,19,11,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,143,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
57,13057001,Ahrenshagen,947,10,0,957,516,9,140,1408,691,169,186,26,x,x,x,x,x,5,6,x,x,x,x,x,x,x,x,x,x,x,296,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,29,x,x,x,x,x,x,x
57,13057002,Ahrenshoop,656,44,0,700,485,44,17,1438,628,406,207,92,x,x,x,x,x,10,21,x,x,44,x,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x
57,13057005,Altenpleen,729,19,0,748,332,17,91,905,407,330,141,5,x,x,x,x,x,3,5,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
